PaymentID,OrderID,CustomerID,Amount,Method,Date
PAY0033523,ORD0003502,CUST020162,32563.64,Cash,2023-11-25
PAY0033524,ORD0122304,CUST037515,34368.74,Debit Card,2023-11-25
PAY0033525,ORD0139179,CUST015769,120907.95,EMI,2023-11-25
PAY0033526,ORD0200862,CUST021100,55938.51,Debit Card,2023-11-25
PAY0033527,ORD0113660,CUST028288,32611.62,Cash,2023-11-25
PAY0033528,ORD0122884,CUST002343,32564.88,Net Banking,2023-11-25
PAY0033529,ORD0004585,CUST023537,62687.95,Cash,2023-11-25
PAY0033530,ORD0133012,CUST018486,26652.13,Net Banking,2023-11-25
PAY0033531,ORD0027153,CUST041330,40608.16,Credit Card,2023-11-25
PAY0033532,ORD0165330,CUST040674,80479.93,Credit Card,2023-11-25
PAY0033533,ORD0062801,CUST035222,90983.1,Net Banking,2023-11-25
PAY0033534,ORD0238563,CUST041789,21183.46,Cash,2023-11-25
PAY0033535,ORD0175573,CUST038725,23094.41,Net Banking,2023-11-25
PAY0033536,ORD0080515,CUST011759,46934.68,EMI,2023-11-25
PAY0033537,ORD0069923,CUST021257,33357.83,Debit Card,2023-11-25
PAY0033538,ORD0156992,CUST008526,62613.04,Wallet,2023-11-25
PAY0033539,ORD0134815,CUST012039,42247.36,Debit Card,2023-11-25
PAY0033540,ORD0123317,CUST017812,32501.88,UPI,2023-11-26
PAY0033541,ORD0095664,CUST008742,99559.84,Cash,2023-11-26
PAY0033542,ORD0012042,CUST025691,52788.07,Wallet,2023-11-26
PAY0033543,ORD0060349,CUST022018,154911.8,Cash,2023-11-26
PAY0033544,ORD0077596,CUST000282,39796.51,Cash,2023-11-26
PAY0033545,ORD0110640,CUST038743,95652.5,Wallet,2023-11-26
PAY0033546,ORD0238550,CUST038619,74449.92,Net Banking,2023-11-26
PAY0033547,ORD0120430,CUST020424,47901.1,Cash,2023-11-26
PAY0033548,ORD0057474,CUST009144,19267.29,UPI,2023-11-26
PAY0033549,ORD0188962,CUST023586,153183.21,EMI,2023-11-26
PAY0033550,ORD0207434,CUST010227,109337.69,Debit Card,2023-11-26
PAY0033551,ORD0075480,CUST028458,52788.09,UPI,2023-11-26
PAY0033552,ORD0187470,CUST021053,55326.31,Net Banking,2023-11-26
PAY0033553,ORD0210371,CUST047215,63068.18,UPI,2023-11-26
PAY0033554,ORD0157022,CUST009467,54286.22,Credit Card,2023-11-26
PAY0033555,ORD0049710,CUST034647,41966.51,Credit Card,2023-11-26
PAY0033556,ORD0146223,CUST020606,43239.3,Debit Card,2023-11-26
PAY0033557,ORD0165540,CUST000499,21246.91,Net Banking,2023-11-26
PAY0033558,ORD0175041,CUST003424,64918.22,UPI,2023-11-26
PAY0033559,ORD0050511,CUST042488,86882.86,Debit Card,2023-11-26
PAY0033560,ORD0027207,CUST020213,73917.29,EMI,2023-11-26
PAY0033561,ORD0185108,CUST034308,78140.54,Net Banking,2023-11-26
PAY0033562,ORD0204634,CUST015619,39149.39,UPI,2023-11-26
PAY0033563,ORD0064876,CUST006814,59022.01,Cash,2023-11-26
PAY0033564,ORD0203819,CUST039789,119040.51,Credit Card,2023-11-26
PAY0033565,ORD0015661,CUST048705,10906.95,Net Banking,2023-11-26
PAY0033566,ORD0130696,CUST006303,34497.9,UPI,2023-11-26
PAY0033567,ORD0079199,CUST037389,23094.41,Wallet,2023-11-26
PAY0033568,ORD0233234,CUST034229,34943.66,Debit Card,2023-11-26
PAY0033569,ORD0121338,CUST029870,27895.4,Credit Card,2023-11-26
PAY0033570,ORD0103357,CUST016396,14539.67,EMI,2023-11-26
PAY0033571,ORD0130711,CUST030125,37903.36,Net Banking,2023-11-26
PAY0033572,ORD0167503,CUST023338,158740.53,Wallet,2023-11-26
PAY0033573,ORD0149443,CUST049989,12929.88,Net Banking,2023-11-26
PAY0033574,ORD0220331,CUST021167,52454.2,Credit Card,2023-11-26
PAY0033575,ORD0159279,CUST036411,37853.51,Debit Card,2023-11-26
PAY0033576,ORD0152205,CUST039218,36823.94,Cash,2023-11-26
PAY0033577,ORD0023129,CUST023812,60382.38,Cash,2023-11-26
PAY0033578,ORD0184788,CUST011503,14235.89,Net Banking,2023-11-26
PAY0033579,ORD0216533,CUST018347,63792.3,Net Banking,2023-11-26
PAY0033580,ORD0058581,CUST008704,52788.07,UPI,2023-11-26
PAY0033581,ORD0126935,CUST026326,65838.09,Credit Card,2023-11-26
PAY0033582,ORD0144838,CUST001357,34497.9,EMI,2023-11-26
PAY0033583,ORD0148027,CUST044541,34839.66,EMI,2023-11-26
PAY0033584,ORD0090173,CUST014103,24233.1,Debit Card,2023-11-26
PAY0033585,ORD0144522,CUST001189,14481.81,EMI,2023-11-26
PAY0033586,ORD0042618,CUST007537,32186.07,Net Banking,2023-11-26
PAY0033587,ORD0226529,CUST009816,39149.39,Cash,2023-11-26
PAY0033588,ORD0126271,CUST003067,61896.41,Debit Card,2023-11-26
PAY0033589,ORD0105538,CUST043046,24267.92,Cash,2023-11-26
PAY0033590,ORD0142520,CUST049288,11915.14,Wallet,2023-11-26
PAY0033591,ORD0186107,CUST037225,45717.23,Wallet,2023-11-26
PAY0033592,ORD0005514,CUST018087,18972.67,EMI,2023-11-26
PAY0033593,ORD0060651,CUST037773,57124.84,Credit Card,2023-11-26
PAY0033594,ORD0223076,CUST043398,60047.38,Wallet,2023-11-26
PAY0033595,ORD0132659,CUST001518,16206.32,Wallet,2023-11-26
PAY0033596,ORD0170896,CUST043666,148270.41,Wallet,2023-11-26
PAY0033597,ORD0129726,CUST006581,101085.9,EMI,2023-11-26
PAY0033598,ORD0092863,CUST039149,109337.69,Wallet,2023-11-26
PAY0033599,ORD0059113,CUST018043,54352.8,Debit Card,2023-11-26
PAY0033600,ORD0091599,CUST040776,27849.78,Credit Card,2023-11-26
PAY0033601,ORD0232853,CUST009699,18256.26,Cash,2023-11-26
PAY0033602,ORD0081726,CUST044138,44022.14,Credit Card,2023-11-26
PAY0033603,ORD0122487,CUST018831,18256.26,Wallet,2023-11-26
PAY0033604,ORD0203862,CUST029463,70357.52,UPI,2023-11-26
PAY0033605,ORD0142342,CUST004882,113021.94,UPI,2023-11-26
PAY0033606,ORD0206412,CUST009420,27198.5,EMI,2023-11-26
PAY0033607,ORD0027145,CUST042123,145776.66,EMI,2023-11-26
PAY0033608,ORD0045475,CUST035366,32501.88,Debit Card,2023-11-26
PAY0033609,ORD0079682,CUST004562,21952.51,Cash,2023-11-26
PAY0033610,ORD0097131,CUST045437,46028.43,Net Banking,2023-11-26
PAY0033611,ORD0167495,CUST014774,35815.54,Net Banking,2023-11-26
PAY0033612,ORD0130811,CUST035146,127425.16,Wallet,2023-11-26
PAY0033613,ORD0243999,CUST036259,19530.11,Wallet,2023-11-26
PAY0033614,ORD0087501,CUST048706,58132.05,Net Banking,2023-11-26
PAY0033615,ORD0004974,CUST022668,13117.21,Cash,2023-11-26
PAY0033616,ORD0190140,CUST042171,122319.05,EMI,2023-11-26
PAY0033617,ORD0022821,CUST003205,28471.78,Debit Card,2023-11-26
PAY0033618,ORD0086573,CUST044161,34497.9,EMI,2023-11-26
PAY0033619,ORD0239791,CUST018038,39030.16,Credit Card,2023-11-26
PAY0033620,ORD0095632,CUST027284,39796.51,Debit Card,2023-11-26
PAY0033621,ORD0032257,CUST044073,33475.9,Wallet,2023-11-26
PAY0033622,ORD0132470,CUST049563,147801.31,UPI,2023-11-26
PAY0033623,ORD0235783,CUST023410,40377.58,Wallet,2023-11-26
PAY0033624,ORD0032047,CUST010635,47611.3,Net Banking,2023-11-26
PAY0033625,ORD0043863,CUST002925,35482.71,UPI,2023-11-26
PAY0033626,ORD0062065,CUST027124,14613.5,Credit Card,2023-11-26
PAY0033627,ORD0183917,CUST008016,48869.43,Cash,2023-11-26
PAY0033628,ORD0156965,CUST012312,55938.51,Debit Card,2023-11-26
PAY0033629,ORD0185072,CUST026611,9435.51,Cash,2023-11-26
PAY0033630,ORD0155763,CUST005414,14199.52,Debit Card,2023-11-26
PAY0033631,ORD0174849,CUST030240,42695.81,Debit Card,2023-11-26
PAY0033632,ORD0142546,CUST011164,44942.17,Cash,2023-11-26
PAY0033633,ORD0226522,CUST021693,36911.8,Debit Card,2023-11-26
PAY0033634,ORD0198628,CUST027755,60594.62,UPI,2023-11-26
PAY0033635,ORD0067308,CUST005726,73917.29,EMI,2023-11-26
PAY0033636,ORD0022671,CUST037380,65272.38,Credit Card,2023-11-26
PAY0033637,ORD0216686,CUST021002,12929.88,EMI,2023-11-26
PAY0033638,ORD0002251,CUST023388,87977.1,Credit Card,2023-11-26
PAY0033639,ORD0127008,CUST004192,18063.95,Net Banking,2023-11-26
PAY0033640,ORD0219429,CUST039538,49308.34,EMI,2023-11-26
PAY0033641,ORD0049584,CUST041273,16811.27,EMI,2023-11-26
PAY0033642,ORD0102654,CUST038168,37290.0,UPI,2023-11-26
PAY0033643,ORD0087654,CUST041483,34943.66,Credit Card,2023-11-26
PAY0033644,ORD0144897,CUST017010,75382.9,Cash,2023-11-26
PAY0033645,ORD0004040,CUST007506,75544.1,Debit Card,2023-11-26
PAY0033646,ORD0076981,CUST030102,30544.28,Credit Card,2023-11-26
PAY0033647,ORD0187214,CUST023765,154911.8,Wallet,2023-11-26
PAY0033648,ORD0160749,CUST030491,108731.9,UPI,2023-11-26
PAY0033649,ORD0083476,CUST026866,96681.38,Net Banking,2023-11-26
PAY0033650,ORD0247495,CUST021441,35815.54,Credit Card,2023-11-26
PAY0033651,ORD0124470,CUST046547,38751.1,UPI,2023-11-26
PAY0033652,ORD0001774,CUST007266,38534.58,Credit Card,2023-11-26
PAY0033653,ORD0211592,CUST008832,16880.77,EMI,2023-11-26
PAY0033654,ORD0119870,CUST046707,75080.24,Debit Card,2023-11-26
PAY0033655,ORD0152218,CUST040065,34712.14,UPI,2023-11-26
PAY0033656,ORD0161146,CUST000620,65838.09,Credit Card,2023-11-26
PAY0033657,ORD0205128,CUST046273,51418.5,UPI,2023-11-26
PAY0033658,ORD0206751,CUST008942,62613.04,UPI,2023-11-26
PAY0033659,ORD0210024,CUST015097,34839.66,EMI,2023-11-26
PAY0033660,ORD0163561,CUST014923,50960.12,Credit Card,2023-11-26
PAY0033661,ORD0144765,CUST023349,18063.95,Credit Card,2023-11-26
PAY0033662,ORD0156007,CUST036270,31783.02,Debit Card,2023-11-26
PAY0033663,ORD0083888,CUST017885,61359.33,Debit Card,2023-11-26
PAY0033664,ORD0045400,CUST047116,27326.75,Net Banking,2023-11-26
PAY0033665,ORD0190781,CUST034554,56079.26,Wallet,2023-11-26
PAY0033666,ORD0165308,CUST030995,43485.96,Credit Card,2023-11-26
PAY0033667,ORD0002356,CUST029538,77121.36,Debit Card,2023-11-26
PAY0033668,ORD0091534,CUST010636,104371.72,UPI,2023-11-26
PAY0033669,ORD0007993,CUST038674,151196.06,Credit Card,2023-11-26
PAY0033670,ORD0210427,CUST042795,109337.69,Cash,2023-11-26
PAY0033671,ORD0168983,CUST019204,151047.64,Net Banking,2023-11-26
PAY0033672,ORD0121187,CUST036292,54286.22,EMI,2023-11-26
PAY0033673,ORD0111057,CUST017105,47421.87,Net Banking,2023-11-26
PAY0033674,ORD0238707,CUST027176,16173.74,UPI,2023-11-26
PAY0033675,ORD0148144,CUST029336,62511.47,UPI,2023-11-26
PAY0033676,ORD0166611,CUST009416,46504.75,Net Banking,2023-11-26
PAY0033677,ORD0141631,CUST042640,68583.71,UPI,2023-11-26
PAY0033678,ORD0034073,CUST015626,37210.02,Wallet,2023-11-26
PAY0033679,ORD0121651,CUST008344,15272.14,Debit Card,2023-11-26
PAY0033680,ORD0091738,CUST042606,79094.04,UPI,2023-11-26
PAY0033681,ORD0062789,CUST049296,32915.37,Cash,2023-11-26
PAY0033682,ORD0219970,CUST045180,96048.89,EMI,2023-11-26
PAY0033683,ORD0085145,CUST010498,21952.51,UPI,2023-11-26
PAY0033684,ORD0005788,CUST016901,36884.91,Wallet,2023-11-26
PAY0033685,ORD0148320,CUST014368,108731.9,EMI,2023-11-26
PAY0033686,ORD0102023,CUST040436,66443.69,Debit Card,2023-11-26
PAY0033687,ORD0204091,CUST049853,60382.38,UPI,2023-11-26
PAY0033688,ORD0076057,CUST011542,105605.81,Net Banking,2023-11-26
PAY0033689,ORD0139600,CUST038696,17278.29,Cash,2023-11-26
PAY0033690,ORD0037762,CUST013028,153114.8,UPI,2023-11-26
PAY0033691,ORD0157256,CUST020914,55827.56,Net Banking,2023-11-26
PAY0033692,ORD0101220,CUST012854,78060.32,Wallet,2023-11-26
PAY0033693,ORD0051785,CUST014781,26597.03,Debit Card,2023-11-26
PAY0033694,ORD0134014,CUST008226,9197.35,Cash,2023-11-26
PAY0033695,ORD0217031,CUST021447,135983.8,UPI,2023-11-26
PAY0033696,ORD0191006,CUST011709,67152.66,Debit Card,2023-11-26
PAY0033697,ORD0098859,CUST005463,37540.12,Net Banking,2023-11-26
PAY0033698,ORD0080731,CUST013381,71806.64,EMI,2023-11-26
PAY0033699,ORD0158096,CUST017588,38442.63,EMI,2023-11-26
PAY0033700,ORD0046428,CUST020972,33844.58,Cash,2023-11-26
PAY0033701,ORD0155689,CUST036298,153114.8,Wallet,2023-11-26
PAY0033702,ORD0116296,CUST035806,57261.51,Wallet,2023-11-26
PAY0033703,ORD0185499,CUST014281,35585.65,Wallet,2023-11-26
PAY0033704,ORD0121719,CUST049662,9840.03,Wallet,2023-11-26
PAY0033705,ORD0008271,CUST034861,47996.68,EMI,2023-11-26
PAY0033706,ORD0211919,CUST015348,68577.21,Debit Card,2023-11-26
PAY0033707,ORD0218157,CUST000834,19346.55,UPI,2023-11-26
PAY0033708,ORD0160045,CUST029307,66951.8,Net Banking,2023-11-26
PAY0033709,ORD0215285,CUST032152,64934.19,EMI,2023-11-26
PAY0033710,ORD0024362,CUST010318,72398.34,UPI,2023-11-26
PAY0033711,ORD0125560,CUST012795,54814.8,EMI,2023-11-26
PAY0033712,ORD0151864,CUST040382,28399.04,Cash,2023-11-26
PAY0033713,ORD0228263,CUST012784,19429.24,Cash,2023-11-26
PAY0033714,ORD0015898,CUST009378,107623.55,Cash,2023-11-26
PAY0033715,ORD0076931,CUST008335,98326.78,Wallet,2023-11-26
PAY0033716,ORD0185653,CUST006727,67251.61,Net Banking,2023-11-26
PAY0033717,ORD0051190,CUST001730,21986.55,UPI,2023-11-26
PAY0033718,ORD0183773,CUST047934,31616.54,Credit Card,2023-11-26
PAY0033719,ORD0151087,CUST031790,47081.16,Debit Card,2023-11-26
PAY0033720,ORD0146307,CUST001544,23069.13,EMI,2023-11-26
PAY0033721,ORD0073899,CUST039036,151196.06,Net Banking,2023-11-26
PAY0033722,ORD0061015,CUST041584,22442.46,Credit Card,2023-11-26
PAY0033723,ORD0056075,CUST022892,72398.34,EMI,2023-11-26
PAY0033724,ORD0102630,CUST044650,36248.13,Cash,2023-11-26
PAY0033725,ORD0150541,CUST045596,63792.3,Wallet,2023-11-26
PAY0033726,ORD0173637,CUST041237,23467.34,Credit Card,2023-11-26
PAY0033727,ORD0234538,CUST001700,41911.48,Debit Card,2023-11-26
PAY0033728,ORD0009305,CUST006724,34497.9,Credit Card,2023-11-26
PAY0033729,ORD0059546,CUST026965,44316.22,Cash,2023-11-26
PAY0033730,ORD0106984,CUST030503,69009.13,UPI,2023-11-26
PAY0033731,ORD0227246,CUST011971,15909.69,EMI,2023-11-26
PAY0033732,ORD0084953,CUST030076,103641.61,Debit Card,2023-11-26
PAY0033733,ORD0113086,CUST005097,96914.64,Wallet,2023-11-26
PAY0033734,ORD0207539,CUST027410,20653.93,Debit Card,2023-11-26
PAY0033735,ORD0192061,CUST047305,140853.91,Wallet,2023-11-26
PAY0033736,ORD0058533,CUST010195,102090.7,Debit Card,2023-11-26
PAY0033737,ORD0092456,CUST036919,53007.74,Debit Card,2023-11-26
PAY0033738,ORD0018077,CUST025936,105512.4,Credit Card,2023-11-26
PAY0033739,ORD0186882,CUST045005,50724.08,UPI,2023-11-26
PAY0033740,ORD0152589,CUST049621,63731.14,EMI,2023-11-26
PAY0033741,ORD0214520,CUST022890,47655.19,Credit Card,2023-11-26
PAY0033742,ORD0046123,CUST042322,27530.37,UPI,2023-11-26
PAY0033743,ORD0204920,CUST005868,44316.22,Cash,2023-11-26
PAY0033744,ORD0102519,CUST011614,102090.7,Cash,2023-11-26
PAY0033745,ORD0155108,CUST029862,15425.13,EMI,2023-11-26
PAY0033746,ORD0003570,CUST008602,39435.35,Debit Card,2023-11-26
PAY0033747,ORD0037358,CUST004151,45674.17,Wallet,2023-11-26
PAY0033748,ORD0198791,CUST016737,38534.58,Net Banking,2023-11-26
PAY0033749,ORD0051771,CUST028933,31865.57,Credit Card,2023-11-26
PAY0033750,ORD0191744,CUST026434,81343.52,EMI,2023-11-26
PAY0033751,ORD0191061,CUST045069,51801.71,Credit Card,2023-11-26
PAY0033752,ORD0014030,CUST006791,9374.62,EMI,2023-11-26
PAY0033753,ORD0043447,CUST040246,24048.69,Wallet,2023-11-26
PAY0033754,ORD0171692,CUST037404,14199.52,Debit Card,2023-11-26
PAY0033755,ORD0065271,CUST018513,9435.51,Cash,2023-11-26
PAY0033756,ORD0139513,CUST042617,43795.75,Cash,2023-11-26
PAY0033757,ORD0054883,CUST019511,131485.97,Wallet,2023-11-26
PAY0033758,ORD0026026,CUST037276,101129.76,UPI,2023-11-26
PAY0033759,ORD0236467,CUST037328,147801.31,Net Banking,2023-11-26
PAY0033760,ORD0225397,CUST032503,24440.4,Cash,2023-11-26
PAY0033761,ORD0034830,CUST004326,149269.26,Debit Card,2023-11-26
PAY0033762,ORD0193735,CUST035199,24048.69,Credit Card,2023-11-26
PAY0033763,ORD0015015,CUST029575,30801.61,Wallet,2023-11-26
PAY0033764,ORD0194068,CUST010238,118315.71,UPI,2023-11-26
PAY0033765,ORD0240439,CUST046636,32611.62,Cash,2023-11-26
PAY0033766,ORD0014357,CUST026515,130683.95,Cash,2023-11-26
PAY0033767,ORD0168791,CUST007819,69186.26,Credit Card,2023-11-26
PAY0033768,ORD0107638,CUST043511,53649.69,Cash,2023-11-26
PAY0033769,ORD0081189,CUST012721,36298.78,Wallet,2023-11-26
PAY0033770,ORD0112932,CUST025951,134865.79,Debit Card,2023-11-26
PAY0033771,ORD0126025,CUST035125,62487.35,Credit Card,2023-11-26
PAY0033772,ORD0241745,CUST024244,16206.32,Cash,2023-11-26
PAY0033773,ORD0094325,CUST018444,32501.88,Credit Card,2023-11-26
PAY0033774,ORD0187270,CUST049806,37210.02,Wallet,2023-11-26
PAY0033775,ORD0138377,CUST024821,54653.5,UPI,2023-11-27
PAY0033776,ORD0062015,CUST017750,74877.2,UPI,2023-11-27
PAY0033777,ORD0203827,CUST044238,68572.48,EMI,2023-11-27
PAY0033778,ORD0039128,CUST041335,17492.36,EMI,2023-11-27
PAY0033779,ORD0044112,CUST014754,44424.43,Wallet,2023-11-27
PAY0033780,ORD0006083,CUST000044,106792.76,Cash,2023-11-27
PAY0033781,ORD0236164,CUST028317,63068.18,Net Banking,2023-11-27
PAY0033782,ORD0231634,CUST032660,108731.9,Cash,2023-11-27
PAY0033783,ORD0075991,CUST011576,62687.95,Credit Card,2023-11-27
PAY0033784,ORD0168527,CUST007384,19429.24,Debit Card,2023-11-27
PAY0033785,ORD0248022,CUST006929,33188.18,EMI,2023-11-27
PAY0033786,ORD0133877,CUST021818,68325.11,Wallet,2023-11-27
PAY0033787,ORD0240996,CUST044387,35903.32,Net Banking,2023-11-27
PAY0033788,ORD0220651,CUST033209,11112.5,Wallet,2023-11-27
PAY0033789,ORD0025766,CUST024326,76885.26,EMI,2023-11-27
PAY0033790,ORD0209100,CUST048902,105605.81,Cash,2023-11-27
PAY0033791,ORD0128301,CUST019445,54352.8,Wallet,2023-11-27
PAY0033792,ORD0006197,CUST022733,16384.02,Net Banking,2023-11-27
PAY0033793,ORD0220388,CUST029697,27326.75,EMI,2023-11-27
PAY0033794,ORD0080574,CUST022090,48987.58,UPI,2023-11-27
PAY0033795,ORD0148214,CUST013996,47826.25,EMI,2023-11-27
PAY0033796,ORD0152052,CUST009068,64662.98,Cash,2023-11-27
PAY0033797,ORD0225000,CUST036971,45717.23,Net Banking,2023-11-27
PAY0033798,ORD0015792,CUST029272,23889.97,Cash,2023-11-27
PAY0033799,ORD0236685,CUST032800,26996.97,Wallet,2023-11-27
PAY0033800,ORD0177392,CUST048301,48660.33,Credit Card,2023-11-27
PAY0033801,ORD0205047,CUST003568,75236.85,UPI,2023-11-27
PAY0033802,ORD0025301,CUST011816,65838.09,Credit Card,2023-11-27
PAY0033803,ORD0144802,CUST035772,78869.26,Credit Card,2023-11-27
PAY0033804,ORD0240912,CUST012706,34497.9,EMI,2023-11-27
PAY0033805,ORD0021298,CUST002186,41353.48,Cash,2023-11-27
PAY0033806,ORD0016418,CUST024869,99697.22,UPI,2023-11-27
PAY0033807,ORD0036586,CUST019038,21494.22,Credit Card,2023-11-27
PAY0033808,ORD0067948,CUST043270,85249.94,Net Banking,2023-11-27
PAY0033809,ORD0163508,CUST022762,78870.7,Net Banking,2023-11-27
PAY0033810,ORD0015555,CUST023027,91485.77,Net Banking,2023-11-27
PAY0033811,ORD0224772,CUST025005,20371.69,EMI,2023-11-27
PAY0033812,ORD0039358,CUST012204,78869.26,Wallet,2023-11-27
PAY0033813,ORD0131353,CUST027579,61359.33,Credit Card,2023-11-27
PAY0033814,ORD0181036,CUST035593,131485.97,UPI,2023-11-27
PAY0033815,ORD0100197,CUST032227,39350.24,Net Banking,2023-11-27
PAY0033816,ORD0059328,CUST016702,15909.69,Net Banking,2023-11-27
PAY0033817,ORD0228125,CUST000683,150841.26,Credit Card,2023-11-27
PAY0033818,ORD0093906,CUST005097,151047.64,Net Banking,2023-11-27
PAY0033819,ORD0108500,CUST000418,116997.31,Cash,2023-11-27
PAY0033820,ORD0043761,CUST026120,33296.09,EMI,2023-11-27
PAY0033821,ORD0061679,CUST001794,30323.74,EMI,2023-11-27
PAY0033822,ORD0212512,CUST025889,70664.54,Credit Card,2023-11-27
PAY0033823,ORD0180477,CUST027328,159195.0,UPI,2023-11-27
PAY0033824,ORD0171704,CUST018324,29435.88,EMI,2023-11-27
PAY0033825,ORD0187637,CUST040027,36911.8,Wallet,2023-11-27
PAY0033826,ORD0099033,CUST038884,35593.44,Net Banking,2023-11-27
PAY0033827,ORD0180482,CUST003711,86664.18,Net Banking,2023-11-27
PAY0033828,ORD0043098,CUST041269,17492.36,Net Banking,2023-11-27
PAY0033829,ORD0237212,CUST015176,66598.7,Credit Card,2023-11-27
PAY0033830,ORD0035386,CUST019557,16780.08,Credit Card,2023-11-27
PAY0033831,ORD0166899,CUST039101,30376.33,Debit Card,2023-11-27
PAY0033832,ORD0025920,CUST026588,91208.38,Credit Card,2023-11-27
PAY0033833,ORD0046549,CUST005507,32407.87,UPI,2023-11-27
PAY0033834,ORD0011375,CUST038396,18411.97,UPI,2023-11-27
PAY0033835,ORD0134462,CUST023717,104371.72,UPI,2023-11-27
PAY0033836,ORD0070651,CUST002969,126265.3,Credit Card,2023-11-27
PAY0033837,ORD0147139,CUST043749,93507.82,Debit Card,2023-11-27
PAY0033838,ORD0200196,CUST026214,53649.69,UPI,2023-11-27
PAY0033839,ORD0057354,CUST004798,69590.34,UPI,2023-11-27
PAY0033840,ORD0134128,CUST026611,8192.01,UPI,2023-11-27
PAY0033841,ORD0147941,CUST000066,36917.86,UPI,2023-11-27
PAY0033842,ORD0119414,CUST033600,92610.74,UPI,2023-11-27
PAY0033843,ORD0042204,CUST049793,16305.81,Debit Card,2023-11-27
PAY0033844,ORD0024354,CUST002290,87977.1,Net Banking,2023-11-27
PAY0033845,ORD0229017,CUST026673,63002.93,Net Banking,2023-11-27
PAY0033846,ORD0063555,CUST016722,33158.8,Debit Card,2023-11-27
PAY0033847,ORD0164017,CUST021726,153837.98,EMI,2023-11-27
PAY0033848,ORD0036051,CUST018416,47181.93,Net Banking,2023-11-27
PAY0033849,ORD0141702,CUST002843,97508.96,EMI,2023-11-27
PAY0033850,ORD0001933,CUST032182,102673.38,Net Banking,2023-11-27
PAY0033851,ORD0054191,CUST033094,8166.1,EMI,2023-11-27
PAY0033852,ORD0154577,CUST026706,66466.12,Wallet,2023-11-27
PAY0033853,ORD0118335,CUST034463,81343.52,Net Banking,2023-11-27
PAY0033854,ORD0164034,CUST041468,36551.08,UPI,2023-11-27
PAY0033855,ORD0232185,CUST049530,17309.21,Credit Card,2023-11-27
PAY0033856,ORD0221845,CUST012319,35903.32,Cash,2023-11-27
PAY0033857,ORD0085685,CUST040297,120907.95,Credit Card,2023-11-27
PAY0033858,ORD0066968,CUST048711,55060.74,Net Banking,2023-11-27
PAY0033859,ORD0221127,CUST019198,63852.38,Debit Card,2023-11-27
PAY0033860,ORD0210151,CUST029285,142373.76,Credit Card,2023-11-27
PAY0033861,ORD0070666,CUST006583,68479.94,Cash,2023-11-27
PAY0033862,ORD0050072,CUST043714,128719.63,EMI,2023-11-27
PAY0033863,ORD0030647,CUST049595,16410.14,Cash,2023-11-27
PAY0033864,ORD0071745,CUST030423,27430.16,Debit Card,2023-11-27
PAY0033865,ORD0019326,CUST037017,154911.8,EMI,2023-11-27
PAY0033866,ORD0123215,CUST025351,65974.97,Cash,2023-11-27
PAY0033867,ORD0006420,CUST038298,52855.4,UPI,2023-11-27
PAY0033868,ORD0027983,CUST003144,53194.06,Debit Card,2023-11-27
PAY0033869,ORD0139718,CUST040910,122319.05,Wallet,2023-11-27
PAY0033870,ORD0040441,CUST039188,159764.3,UPI,2023-11-27
PAY0033871,ORD0121755,CUST010330,128071.2,Net Banking,2023-11-27
PAY0033872,ORD0041640,CUST023208,37290.0,Credit Card,2023-11-27
PAY0033873,ORD0122743,CUST047831,45341.61,Credit Card,2023-11-27
PAY0033874,ORD0090390,CUST040758,52433.15,Net Banking,2023-11-27
PAY0033875,ORD0206780,CUST048885,53138.32,Cash,2023-11-27
PAY0033876,ORD0182227,CUST022967,32446.81,Debit Card,2023-11-27
PAY0033877,ORD0018062,CUST049296,26971.46,Wallet,2023-11-27
PAY0033878,ORD0055662,CUST024097,25687.68,EMI,2023-11-27
PAY0033879,ORD0116390,CUST000136,70357.52,UPI,2023-11-27
PAY0033880,ORD0116206,CUST041153,129464.78,EMI,2023-11-27
PAY0033881,ORD0182793,CUST035450,24267.92,UPI,2023-11-27
PAY0033882,ORD0204792,CUST010354,154911.8,Credit Card,2023-11-27
PAY0033883,ORD0201028,CUST040591,105512.4,Cash,2023-11-27
PAY0033884,ORD0108187,CUST006304,98411.29,Wallet,2023-11-27
PAY0033885,ORD0078059,CUST045151,47611.72,EMI,2023-11-27
PAY0033886,ORD0143664,CUST001973,122319.05,Credit Card,2023-11-27
PAY0033887,ORD0100468,CUST012236,117003.48,Wallet,2023-11-27
PAY0033888,ORD0050906,CUST029618,39149.39,Debit Card,2023-11-27
PAY0033889,ORD0000123,CUST009687,50116.83,EMI,2023-11-27
PAY0033890,ORD0136426,CUST013055,133194.33,Debit Card,2023-11-27
PAY0033891,ORD0030724,CUST031014,22151.38,Credit Card,2023-11-27
PAY0033892,ORD0018213,CUST021380,17492.36,UPI,2023-11-27
PAY0033893,ORD0170181,CUST022590,58132.05,Credit Card,2023-11-27
PAY0033894,ORD0033389,CUST008988,57434.32,Debit Card,2023-11-27
PAY0033895,ORD0044528,CUST025877,81595.7,UPI,2023-11-27
PAY0033896,ORD0213633,CUST005037,32410.46,Net Banking,2023-11-27
PAY0033897,ORD0001732,CUST030556,22083.45,Cash,2023-11-27
PAY0033898,ORD0174051,CUST022400,26691.34,UPI,2023-11-27
PAY0033899,ORD0242606,CUST015173,85308.32,Wallet,2023-11-27
