ClaimID,CustomerID,ProductID,StoreID,PurchaseDate,ClaimDate,Issue,Status,WarrantyMonths
WC000180,CUST005891,P0131,ST0037,2023-09-07,2023-10-22,Charging port not working,Pending Pickup,12
WC000281,CUST041776,P0336,ST0042,2023-03-15,2023-10-22,Physical damage - screen crack,Replaced,12
WC003101,CUST040943,P0591,ST0041,2023-03-27,2023-10-22,Screen flickering,Pending Pickup,12
WC003750,CUST034427,P0317,ST0005,2023-04-12,2023-10-22,Battery draining fast,Resolved,12
WC004637,CUST028974,P0458,ST0055,2023-09-02,2023-10-22,Screen flickering,Pending Pickup,12
WC004783,CUST022708,P0574,ST0017,2023-02-12,2023-10-22,Physical damage - screen crack,Pending Pickup,12
WC005758,CUST009597,P0245,ST0057,2023-08-14,2023-10-22,Speaker/mic not working,Replaced,12
WC002294,CUST029931,P0473,ST0045,2023-06-16,2023-10-23,Software update issue,Resolved,12
WC002923,CUST028236,P0532,ST0008,2023-04-19,2023-10-23,Battery draining fast,Resolved,12
WC005604,CUST012293,P0352,ST0017,2023-02-12,2023-10-23,Charging port not working,Pending Pickup,12
WC000200,CUST033946,P0021,ST0022,2023-05-01,2023-10-24,Screen flickering,Pending Pickup,12
WC000536,CUST033711,P0369,ST0011,2023-02-15,2023-10-24,Water damage,Resolved,12
WC002154,CUST017713,P0552,ST0058,2023-08-30,2023-10-24,Charging port not working,Pending Pickup,12
WC003216,CUST012156,P0405,ST0047,2023-03-22,2023-10-24,Battery draining fast,In Progress,12
WC004910,CUST043078,P0074,ST0014,2023-05-10,2023-10-24,Battery draining fast,Replaced,24
WC000266,CUST022085,P0597,ST0059,2022-12-17,2023-10-25,Software update issue,In Progress,12
WC001129,CUST036713,P0473,ST0046,2023-07-06,2023-10-25,Software update issue,Pending Pickup,12
WC001225,CUST013896,P0327,ST0055,2023-09-26,2023-10-25,Camera not focusing,Resolved,12
WC002235,CUST046157,P0061,ST0008,2023-03-08,2023-10-25,Overheating during use,Rejected - Out of Warranty,12
WC003874,CUST047893,P0453,ST0003,2023-06-21,2023-10-25,Overheating during use,Resolved,12
WC003927,CUST049882,P0046,ST0031,2023-08-30,2023-10-25,Software update issue,Resolved,12
WC001234,CUST037740,P0474,ST0028,2023-01-22,2023-10-26,Overheating during use,Resolved,12
WC001459,CUST000507,P0332,ST0043,2022-12-15,2023-10-26,Charging port not working,Replaced,12
WC002615,CUST029305,P0463,ST0042,2023-08-18,2023-10-26,Physical damage - screen crack,In Progress,24
WC003617,CUST032109,P0598,ST0024,2023-06-29,2023-10-26,Network/SIM issue,Replaced,12
WC003803,CUST011916,P0237,ST0001,2023-01-29,2023-10-26,Charging port not working,In Progress,12
WC004354,CUST005115,P0387,ST0032,2023-09-10,2023-10-26,Network/SIM issue,Resolved,12
WC000133,CUST047582,P0350,ST0002,2023-03-10,2023-10-27,Software update issue,Resolved,12
WC000394,CUST027189,P0568,ST0049,2023-05-18,2023-10-27,Software update issue,Resolved,12
WC002256,CUST048981,P0266,ST0014,2023-08-17,2023-10-27,Network/SIM issue,Resolved,12
WC003172,CUST001304,P0343,ST0041,2022-08-07,2023-10-27,Network/SIM issue,Resolved,24
WC004401,CUST036411,P0053,ST0048,2021-12-30,2023-10-27,Physical damage - screen crack,Resolved,24
WC005480,CUST028402,P0485,ST0019,2023-09-28,2023-10-27,Overheating during use,Rejected - Out of Warranty,12
WC001657,CUST037739,P0332,ST0002,2022-11-19,2023-10-28,Battery draining fast,Resolved,12
WC003004,CUST038872,P0446,ST0033,2023-06-12,2023-10-28,Screen flickering,Resolved,12
WC004269,CUST041695,P0130,ST0004,2022-11-17,2023-10-28,Camera not focusing,Resolved,12
WC005357,CUST048326,P0544,ST0053,2023-08-06,2023-10-28,Water damage,In Progress,12
WC005677,CUST022773,P0082,ST0011,2023-10-09,2023-10-28,Camera not focusing,In Progress,12
WC000504,CUST037783,P0258,ST0015,2023-03-04,2023-10-29,Camera not focusing,Resolved,12
WC002925,CUST001829,P0587,ST0052,2023-08-22,2023-10-29,Physical damage - screen crack,Resolved,12
WC003171,CUST026714,P0558,ST0011,2023-02-25,2023-10-29,Software update issue,Resolved,12
WC003665,CUST003532,P0107,ST0006,2023-09-08,2023-10-29,Water damage,Resolved,12
WC004813,CUST038521,P0425,ST0048,2022-12-20,2023-10-29,Battery draining fast,In Progress,12
WC005351,CUST004312,P0146,ST0037,2023-02-05,2023-10-29,Speaker/mic not working,In Progress,12
WC000669,CUST024829,P0228,ST0008,2023-07-15,2023-10-30,Charging port not working,Replaced,12
WC001236,CUST045860,P0234,ST0015,2023-09-20,2023-10-30,Network/SIM issue,Resolved,12
WC003762,CUST038995,P0317,ST0010,2023-06-15,2023-10-30,Battery draining fast,In Progress,12
WC002798,CUST002479,P0273,ST0019,2023-02-22,2023-10-31,Charging port not working,Pending Pickup,12
WC003089,CUST022214,P0185,ST0006,2023-01-01,2023-10-31,Screen flickering,Resolved,12
WC003804,CUST021890,P0058,ST0059,2023-07-07,2023-10-31,Physical damage - screen crack,Pending Pickup,12
WC004028,CUST046344,P0530,ST0001,2023-04-04,2023-10-31,Overheating during use,In Progress,12
WC005866,CUST005230,P0528,ST0020,2022-06-22,2023-10-31,Battery draining fast,Resolved,24
WC001456,CUST049490,P0535,ST0040,2022-12-30,2023-11-01,Software update issue,Pending Pickup,12
WC002275,CUST013464,P0407,ST0006,2023-01-16,2023-11-01,Speaker/mic not working,Resolved,12
WC002381,CUST046922,P0377,ST0055,2022-12-06,2023-11-01,Speaker/mic not working,Resolved,12
WC003289,CUST043622,P0264,ST0040,2023-10-23,2023-11-01,Software update issue,Resolved,12
WC003372,CUST008756,P0460,ST0031,2022-12-26,2023-11-01,Software update issue,Resolved,12
WC003791,CUST029979,P0530,ST0031,2023-07-01,2023-11-01,Speaker/mic not working,Replaced,12
WC004363,CUST016611,P0352,ST0056,2023-02-07,2023-11-01,Camera not focusing,Rejected - Out of Warranty,12
WC004418,CUST029773,P0091,ST0023,2023-08-04,2023-11-01,Screen flickering,Resolved,12
WC005555,CUST018125,P0139,ST0041,2023-07-03,2023-11-01,Camera not focusing,Pending Pickup,24
WC001206,CUST030420,P0421,ST0031,2023-05-02,2023-11-02,Battery draining fast,Pending Pickup,12
WC002299,CUST048189,P0133,ST0049,2023-03-02,2023-11-02,Screen flickering,Replaced,12
WC004033,CUST040431,P0003,ST0035,2023-05-15,2023-11-02,Network/SIM issue,In Progress,12
WC005438,CUST002009,P0351,ST0043,2023-03-10,2023-11-02,Charging port not working,Rejected - Out of Warranty,12
WC001795,CUST020372,P0481,ST0043,2023-08-18,2023-11-03,Screen flickering,Resolved,12
WC002057,CUST018511,P0336,ST0001,2023-04-08,2023-11-03,Battery draining fast,Replaced,12
WC002170,CUST038940,P0517,ST0056,2023-01-04,2023-11-03,Overheating during use,Resolved,12
WC002391,CUST031371,P0030,ST0029,2022-09-30,2023-11-03,Physical damage - screen crack,Replaced,24
WC002680,CUST028191,P0553,ST0017,2023-08-22,2023-11-03,Camera not focusing,In Progress,12
WC001404,CUST027754,P0302,ST0025,2023-09-23,2023-11-04,Software update issue,Pending Pickup,12
WC001743,CUST004405,P0495,ST0027,2023-02-03,2023-11-04,Overheating during use,Resolved,12
WC002023,CUST027741,P0367,ST0055,2023-09-22,2023-11-04,Screen flickering,In Progress,12
WC004422,CUST033229,P0455,ST0015,2023-06-21,2023-11-04,Speaker/mic not working,Pending Pickup,12
WC004826,CUST012669,P0160,ST0038,2023-09-21,2023-11-04,Screen flickering,Resolved,12
WC004903,CUST000707,P0332,ST0037,2023-02-15,2023-11-04,Screen flickering,In Progress,12
WC000572,CUST033482,P0313,ST0025,2022-11-28,2023-11-05,Software update issue,Resolved,12
WC002722,CUST038396,P0271,ST0060,2023-09-16,2023-11-05,Battery draining fast,Pending Pickup,12
WC003622,CUST023658,P0080,ST0044,2022-12-20,2023-11-05,Speaker/mic not working,Resolved,12
WC004944,CUST002599,P0340,ST0012,2023-05-23,2023-11-05,Battery draining fast,In Progress,12
WC005137,CUST023376,P0082,ST0044,2023-01-23,2023-11-05,Charging port not working,Rejected - Out of Warranty,12
WC000050,CUST006732,P0252,ST0022,2023-03-06,2023-11-06,Speaker/mic not working,In Progress,12
WC001492,CUST043713,P0519,ST0046,2023-11-02,2023-11-06,Network/SIM issue,Resolved,12
WC003069,CUST012341,P0166,ST0022,2023-02-22,2023-11-06,Screen flickering,Resolved,12
WC003383,CUST043627,P0262,ST0031,2023-03-24,2023-11-06,Battery draining fast,Resolved,24
WC005829,CUST020108,P0323,ST0044,2023-08-18,2023-11-06,Network/SIM issue,Resolved,12
WC005849,CUST020951,P0204,ST0060,2022-11-14,2023-11-06,Network/SIM issue,Resolved,12
WC000029,CUST028811,P0435,ST0021,2022-12-07,2023-11-07,Speaker/mic not working,Replaced,12
WC000750,CUST003198,P0450,ST0024,2023-07-31,2023-11-07,Speaker/mic not working,Resolved,12
WC002089,CUST037508,P0077,ST0003,2023-05-15,2023-11-07,Overheating during use,Resolved,12
WC003796,CUST043383,P0018,ST0007,2023-10-10,2023-11-07,Network/SIM issue,Resolved,12
WC004707,CUST017266,P0069,ST0031,2023-03-22,2023-11-07,Screen flickering,Replaced,12
WC005528,CUST025007,P0513,ST0020,2023-05-25,2023-11-07,Software update issue,Resolved,12
WC005912,CUST032972,P0419,ST0006,2023-04-09,2023-11-07,Charging port not working,Resolved,12
WC000037,CUST043445,P0215,ST0008,2022-12-23,2023-11-08,Network/SIM issue,Resolved,12
WC000637,CUST013934,P0480,ST0055,2022-11-23,2023-11-08,Software update issue,Pending Pickup,12
WC004243,CUST017343,P0090,ST0011,2023-08-27,2023-11-08,Network/SIM issue,Rejected - Out of Warranty,12
WC004561,CUST031374,P0326,ST0039,2023-09-16,2023-11-08,Speaker/mic not working,Replaced,12
WC004602,CUST024957,P0529,ST0019,2022-12-01,2023-11-08,Speaker/mic not working,Resolved,12
WC004923,CUST046425,P0044,ST0023,2023-05-19,2023-11-08,Physical damage - screen crack,In Progress,12
WC005939,CUST040123,P0250,ST0024,2023-05-28,2023-11-08,Physical damage - screen crack,Resolved,12
WC002999,CUST003734,P0536,ST0051,2023-08-27,2023-11-09,Overheating during use,Resolved,12
WC003078,CUST039034,P0557,ST0036,2023-04-25,2023-11-09,Speaker/mic not working,Pending Pickup,12
WC003916,CUST024984,P0229,ST0035,2023-06-23,2023-11-09,Battery draining fast,Resolved,12
WC000191,CUST013240,P0153,ST0060,2023-03-28,2023-11-10,Charging port not working,Resolved,12
WC004249,CUST048276,P0189,ST0011,2022-12-04,2023-11-10,Battery draining fast,Rejected - Out of Warranty,12
WC002137,CUST000319,P0273,ST0026,2023-09-06,2023-11-11,Overheating during use,Pending Pickup,12
WC002981,CUST011747,P0443,ST0060,2023-08-14,2023-11-11,Water damage,Pending Pickup,12
WC004636,CUST035878,P0544,ST0060,2023-04-07,2023-11-11,Battery draining fast,Pending Pickup,12
WC004757,CUST028047,P0461,ST0015,2022-01-31,2023-11-11,Speaker/mic not working,Replaced,24
WC002017,CUST006204,P0454,ST0023,2023-04-04,2023-11-12,Charging port not working,Resolved,12
WC002984,CUST020111,P0023,ST0047,2023-04-20,2023-11-12,Battery draining fast,Replaced,12
WC003537,CUST040317,P0292,ST0047,2023-04-24,2023-11-12,Battery draining fast,Resolved,12
WC003584,CUST020124,P0008,ST0007,2022-11-20,2023-11-12,Overheating during use,Pending Pickup,12
WC000794,CUST010643,P0526,ST0008,2023-10-25,2023-11-13,Screen flickering,In Progress,12
WC000951,CUST023364,P0114,ST0029,2022-11-25,2023-11-13,Overheating during use,Rejected - Out of Warranty,12
WC001977,CUST018289,P0343,ST0018,2022-03-14,2023-11-13,Speaker/mic not working,Resolved,24
WC003788,CUST019621,P0446,ST0031,2023-04-02,2023-11-13,Overheating during use,Replaced,12
WC003823,CUST040237,P0371,ST0035,2023-02-21,2023-11-13,Software update issue,Replaced,12
WC001111,CUST003067,P0595,ST0056,2023-08-30,2023-11-14,Water damage,Pending Pickup,12
WC001896,CUST004799,P0345,ST0001,2022-12-27,2023-11-14,Battery draining fast,Replaced,12
WC002220,CUST010751,P0461,ST0039,2023-03-18,2023-11-14,Screen flickering,Resolved,24
WC003640,CUST033585,P0305,ST0017,2023-03-22,2023-11-14,Speaker/mic not working,Pending Pickup,12
WC003650,CUST020470,P0032,ST0033,2023-06-04,2023-11-14,Camera not focusing,Pending Pickup,12
WC004793,CUST025551,P0575,ST0023,2023-02-24,2023-11-14,Screen flickering,Resolved,24
WC005651,CUST030278,P0150,ST0031,2023-02-19,2023-11-14,Camera not focusing,In Progress,12
WC001624,CUST027977,P0109,ST0014,2022-12-05,2023-11-15,Speaker/mic not working,Rejected - Out of Warranty,12
WC002249,CUST023122,P0366,ST0013,2023-04-13,2023-11-15,Network/SIM issue,In Progress,12
WC002266,CUST015130,P0168,ST0003,2023-03-04,2023-11-15,Speaker/mic not working,Resolved,12
WC003712,CUST024080,P0563,ST0042,2023-08-21,2023-11-15,Camera not focusing,Rejected - Out of Warranty,24
WC005109,CUST022431,P0243,ST0051,2023-05-09,2023-11-15,Software update issue,Resolved,12
WC000005,CUST044416,P0203,ST0057,2023-09-25,2023-11-16,Physical damage - screen crack,Replaced,12
WC001418,CUST048439,P0558,ST0019,2022-12-04,2023-11-16,Charging port not working,Replaced,12
WC005735,CUST028677,P0202,ST0060,2023-10-27,2023-11-16,Charging port not working,Replaced,12
WC002264,CUST049840,P0063,ST0003,2023-09-15,2023-11-17,Camera not focusing,Resolved,12
WC002271,CUST041515,P0347,ST0060,2023-07-11,2023-11-17,Screen flickering,Resolved,12
WC002963,CUST019521,P0197,ST0004,2023-10-06,2023-11-17,Overheating during use,Resolved,12
WC003255,CUST043950,P0155,ST0058,2022-12-18,2023-11-17,Screen flickering,Resolved,12
WC004874,CUST005951,P0309,ST0014,2023-07-15,2023-11-17,Overheating during use,In Progress,12
WC005013,CUST038524,P0376,ST0029,2022-12-22,2023-11-17,Charging port not working,Resolved,12
WC000691,CUST049978,P0219,ST0013,2023-09-13,2023-11-18,Overheating during use,Resolved,12
WC001221,CUST024111,P0496,ST0029,2023-11-07,2023-11-18,Battery draining fast,Resolved,12
WC001857,CUST001259,P0028,ST0013,2023-04-06,2023-11-18,Screen flickering,Resolved,12
WC002113,CUST003133,P0136,ST0023,2023-03-05,2023-11-18,Charging port not working,Resolved,12
WC004784,CUST038859,P0558,ST0026,2023-10-03,2023-11-18,Screen flickering,Resolved,12
WC005729,CUST002099,P0598,ST0056,2023-04-29,2023-11-18,Camera not focusing,Resolved,12
WC000719,CUST039147,P0183,ST0023,2023-10-27,2023-11-19,Water damage,Replaced,12
WC001257,CUST028799,P0247,ST0016,2022-12-25,2023-11-19,Speaker/mic not working,Resolved,12
WC001668,CUST018896,P0426,ST0017,2023-08-30,2023-11-19,Screen flickering,Pending Pickup,12
WC002964,CUST002430,P0172,ST0034,2023-10-22,2023-11-19,Network/SIM issue,Resolved,12
WC003485,CUST024290,P0133,ST0033,2023-07-12,2023-11-19,Camera not focusing,Rejected - Out of Warranty,12
WC003623,CUST042151,P0197,ST0009,2022-12-16,2023-11-19,Physical damage - screen crack,Resolved,12
WC004134,CUST047993,P0506,ST0015,2023-06-04,2023-11-19,Battery draining fast,Replaced,12
WC004679,CUST023578,P0580,ST0049,2023-07-31,2023-11-19,Water damage,Replaced,12
WC005405,CUST030982,P0328,ST0043,2023-08-28,2023-11-19,Water damage,Replaced,12
WC005931,CUST024088,P0596,ST0045,2023-05-25,2023-11-19,Physical damage - screen crack,Pending Pickup,12
WC000014,CUST035950,P0327,ST0024,2023-04-26,2023-11-20,Physical damage - screen crack,Resolved,12
WC000251,CUST000399,P0538,ST0024,2022-12-28,2023-11-20,Network/SIM issue,Replaced,12
WC001394,CUST038931,P0209,ST0001,2023-01-24,2023-11-20,Charging port not working,Resolved,12
WC002341,CUST023539,P0322,ST0012,2023-10-29,2023-11-20,Camera not focusing,Rejected - Out of Warranty,24
WC003081,CUST047501,P0187,ST0041,2023-10-12,2023-11-20,Screen flickering,Pending Pickup,12
WC003896,CUST015860,P0219,ST0051,2023-07-03,2023-11-20,Speaker/mic not working,Resolved,12
WC000492,CUST002223,P0273,ST0044,2023-06-15,2023-11-21,Overheating during use,Resolved,12
WC000949,CUST034986,P0413,ST0031,2023-10-12,2023-11-21,Overheating during use,Resolved,12
WC001905,CUST015311,P0358,ST0029,2022-09-10,2023-11-21,Water damage,Pending Pickup,24
WC005943,CUST011340,P0412,ST0022,2023-11-10,2023-11-21,Screen flickering,Resolved,12
WC001753,CUST027014,P0212,ST0047,2023-06-30,2023-11-22,Battery draining fast,Resolved,12
WC002508,CUST036039,P0534,ST0060,2023-09-29,2023-11-22,Speaker/mic not working,Rejected - Out of Warranty,24
WC002774,CUST043053,P0140,ST0046,2023-01-21,2023-11-22,Software update issue,Rejected - Out of Warranty,12
WC004575,CUST000785,P0401,ST0017,2023-08-03,2023-11-22,Camera not focusing,Pending Pickup,12
WC004616,CUST011620,P0354,ST0024,2023-02-25,2023-11-22,Water damage,Pending Pickup,12
WC005381,CUST041931,P0117,ST0053,2023-03-29,2023-11-22,Software update issue,Pending Pickup,12
WC005583,CUST048375,P0254,ST0041,2023-05-16,2023-11-22,Speaker/mic not working,Resolved,12
WC000727,CUST001753,P0169,ST0005,2023-01-08,2023-11-23,Screen flickering,Pending Pickup,12
WC005553,CUST009391,P0524,ST0050,2023-03-19,2023-11-23,Water damage,Resolved,12
WC001386,CUST032764,P0154,ST0027,2023-01-30,2023-11-24,Speaker/mic not working,In Progress,12
WC001391,CUST000913,P0495,ST0008,2023-04-07,2023-11-24,Screen flickering,In Progress,12
WC001581,CUST047333,P0411,ST0040,2023-10-24,2023-11-24,Software update issue,Resolved,12
WC003979,CUST022207,P0553,ST0040,2023-09-25,2023-11-24,Physical damage - screen crack,Replaced,12
WC004334,CUST028849,P0185,ST0009,2023-03-04,2023-11-24,Physical damage - screen crack,In Progress,12
WC005164,CUST032819,P0232,ST0028,2023-07-05,2023-11-24,Overheating during use,Resolved,12
WC005656,CUST038707,P0237,ST0027,2023-03-02,2023-11-24,Battery draining fast,Resolved,12
WC000170,CUST011774,P0057,ST0029,2023-09-30,2023-11-25,Overheating during use,Replaced,12
WC003035,CUST049968,P0199,ST0043,2022-12-28,2023-11-25,Physical damage - screen crack,Pending Pickup,12
WC003585,CUST007483,P0559,ST0006,2023-11-07,2023-11-25,Camera not focusing,Pending Pickup,24
WC004943,CUST007951,P0465,ST0001,2023-02-18,2023-11-25,Battery draining fast,Replaced,12
WC005235,CUST025790,P0182,ST0027,2023-10-23,2023-11-25,Network/SIM issue,In Progress,12
WC005852,CUST001420,P0013,ST0058,2023-11-24,2023-11-25,Network/SIM issue,Resolved,12
WC000235,CUST026109,P0594,ST0014,2023-05-20,2023-11-26,Charging port not working,In Progress,12
WC001943,CUST046115,P0528,ST0014,2023-09-26,2023-11-26,Speaker/mic not working,Resolved,24
WC002689,CUST029304,P0540,ST0003,2023-01-28,2023-11-26,Overheating during use,Resolved,12
WC003943,CUST021553,P0085,ST0026,2023-11-16,2023-11-26,Battery draining fast,Replaced,12
WC004377,CUST043788,P0384,ST0047,2023-09-27,2023-11-26,Physical damage - screen crack,Resolved,12
WC000577,CUST000072,P0388,ST0023,2023-08-12,2023-11-27,Screen flickering,Pending Pickup,24
WC001103,CUST049325,P0516,ST0016,2023-09-11,2023-11-27,Physical damage - screen crack,Resolved,12
WC001736,CUST007065,P0384,ST0044,2023-04-30,2023-11-27,Charging port not working,Rejected - Out of Warranty,12
WC001850,CUST049475,P0350,ST0005,2022-12-07,2023-11-27,Camera not focusing,Pending Pickup,12
WC005023,CUST048972,P0143,ST0041,2023-04-15,2023-11-27,Screen flickering,Replaced,12
WC002194,CUST020107,P0393,ST0044,2023-01-17,2023-11-28,Screen flickering,In Progress,12
WC002535,CUST040506,P0234,ST0015,2023-07-14,2023-11-28,Speaker/mic not working,Resolved,12
WC005967,CUST037538,P0218,ST0059,2023-06-04,2023-11-28,Software update issue,Replaced,12
WC000238,CUST021196,P0562,ST0004,2023-04-12,2023-11-29,Battery draining fast,Resolved,12
WC001316,CUST001897,P0471,ST0012,2023-09-12,2023-11-29,Physical damage - screen crack,Resolved,12
WC003276,CUST039056,P0429,ST0010,2022-12-05,2023-11-29,Overheating during use,Resolved,12
WC004436,CUST006739,P0037,ST0038,2023-04-27,2023-11-29,Physical damage - screen crack,In Progress,12
WC004843,CUST028731,P0564,ST0054,2023-10-26,2023-11-29,Speaker/mic not working,Resolved,12
WC004920,CUST040396,P0576,ST0030,2023-03-05,2023-11-29,Overheating during use,Resolved,12
WC005048,CUST030793,P0066,ST0027,2023-05-30,2023-11-29,Physical damage - screen crack,Resolved,12
WC000213,CUST021966,P0001,ST0003,2023-05-03,2023-11-30,Physical damage - screen crack,Resolved,12
WC000390,CUST044131,P0024,ST0058,2023-07-05,2023-11-30,Overheating during use,Resolved,12
WC003168,CUST031892,P0390,ST0004,2023-10-25,2023-11-30,Speaker/mic not working,Resolved,12
WC004432,CUST009942,P0403,ST0038,2023-05-14,2023-11-30,Camera not focusing,Resolved,12
WC004985,CUST015845,P0394,ST0001,2022-12-24,2023-11-30,Overheating during use,Resolved,12
WC005774,CUST008017,P0249,ST0060,2023-11-12,2023-11-30,Charging port not working,Resolved,12
WC005994,CUST012333,P0148,ST0004,2023-11-02,2023-11-30,Charging port not working,In Progress,12
WC000528,CUST040089,P0282,ST0017,2023-03-28,2023-12-01,Speaker/mic not working,In Progress,12
WC001849,CUST009345,P0518,ST0014,2023-09-14,2023-12-01,Charging port not working,Resolved,12
WC003914,CUST026000,P0484,ST0033,2023-05-06,2023-12-01,Overheating during use,Replaced,12
WC004503,CUST035890,P0032,ST0058,2023-09-10,2023-12-01,Network/SIM issue,Resolved,12
WC005169,CUST021302,P0314,ST0002,2023-05-18,2023-12-01,Water damage,Rejected - Out of Warranty,12
WC000294,CUST023648,P0332,ST0031,2023-08-30,2023-12-02,Speaker/mic not working,Resolved,12
WC000424,CUST022828,P0100,ST0005,2023-10-06,2023-12-02,Overheating during use,Resolved,12
WC002236,CUST002507,P0013,ST0040,2023-02-25,2023-12-02,Overheating during use,Pending Pickup,12
WC003112,CUST010600,P0279,ST0035,2023-10-13,2023-12-02,Network/SIM issue,In Progress,12
WC003132,CUST040712,P0254,ST0046,2023-10-14,2023-12-02,Camera not focusing,Replaced,12
WC005353,CUST004502,P0508,ST0022,2023-10-26,2023-12-02,Physical damage - screen crack,Rejected - Out of Warranty,12
WC000636,CUST031036,P0396,ST0048,2023-01-11,2023-12-03,Software update issue,Resolved,12
WC000981,CUST017841,P0324,ST0033,2023-02-28,2023-12-03,Charging port not working,In Progress,12
WC001208,CUST036118,P0420,ST0030,2023-08-14,2023-12-03,Speaker/mic not working,Pending Pickup,12
WC001400,CUST040846,P0244,ST0038,2023-01-20,2023-12-03,Network/SIM issue,Pending Pickup,12
WC002531,CUST034963,P0462,ST0041,2022-09-14,2023-12-03,Speaker/mic not working,In Progress,24
WC004252,CUST036339,P0261,ST0029,2023-04-16,2023-12-03,Overheating during use,In Progress,12
WC004331,CUST033545,P0288,ST0015,2023-06-24,2023-12-03,Speaker/mic not working,Resolved,12
WC001060,CUST002813,P0073,ST0057,2023-01-08,2023-12-04,Screen flickering,Pending Pickup,12
WC001301,CUST037485,P0293,ST0057,2022-08-12,2023-12-04,Overheating during use,Resolved,24
WC002203,CUST035862,P0429,ST0028,2023-05-31,2023-12-04,Speaker/mic not working,Pending Pickup,12
WC003029,CUST000889,P0411,ST0012,2023-02-14,2023-12-04,Physical damage - screen crack,Rejected - Out of Warranty,12
WC000107,CUST039525,P0373,ST0035,2023-06-18,2023-12-05,Physical damage - screen crack,Replaced,12
WC002493,CUST004490,P0285,ST0029,2023-08-12,2023-12-05,Speaker/mic not working,Replaced,12
WC003743,CUST002315,P0455,ST0035,2023-09-03,2023-12-05,Camera not focusing,Resolved,12
WC004126,CUST031447,P0465,ST0026,2023-05-05,2023-12-05,Speaker/mic not working,In Progress,12
WC005114,CUST004162,P0142,ST0006,2023-04-29,2023-12-05,Camera not focusing,Resolved,12
WC001561,CUST006577,P0477,ST0018,2023-07-03,2023-12-06,Battery draining fast,In Progress,12
WC001721,CUST020766,P0420,ST0014,2023-06-14,2023-12-06,Camera not focusing,Replaced,12
WC002007,CUST047855,P0002,ST0038,2023-04-18,2023-12-06,Network/SIM issue,Resolved,12
WC002136,CUST000241,P0454,ST0051,2023-06-03,2023-12-06,Water damage,Replaced,12
WC002173,CUST044110,P0131,ST0037,2023-07-08,2023-12-06,Screen flickering,Resolved,12
WC005000,CUST009920,P0315,ST0008,2023-11-01,2023-12-06,Speaker/mic not working,Resolved,12
WC000068,CUST001336,P0024,ST0050,2023-09-21,2023-12-07,Physical damage - screen crack,Replaced,12
WC002192,CUST018284,P0599,ST0028,2023-07-20,2023-12-07,Physical damage - screen crack,Resolved,12
WC002645,CUST005579,P0051,ST0050,2023-01-28,2023-12-07,Overheating during use,Resolved,12
WC003096,CUST006053,P0529,ST0054,2023-01-04,2023-12-07,Camera not focusing,Pending Pickup,12
WC004321,CUST049392,P0438,ST0046,2023-11-01,2023-12-07,Camera not focusing,Pending Pickup,12
WC004735,CUST045324,P0348,ST0022,2023-08-11,2023-12-07,Network/SIM issue,Resolved,12
WC004866,CUST018586,P0191,ST0051,2023-10-24,2023-12-07,Speaker/mic not working,Resolved,12
WC005358,CUST048759,P0077,ST0015,2023-09-24,2023-12-07,Screen flickering,Resolved,12
WC005715,CUST045294,P0048,ST0037,2023-05-23,2023-12-07,Charging port not working,Rejected - Out of Warranty,12
WC000947,CUST010762,P0398,ST0038,2023-01-07,2023-12-08,Water damage,In Progress,12
WC002246,CUST003224,P0123,ST0015,2022-06-29,2023-12-08,Battery draining fast,Rejected - Out of Warranty,24
WC002603,CUST021006,P0505,ST0060,2023-04-13,2023-12-08,Software update issue,Resolved,12
WC003176,CUST023404,P0381,ST0031,2022-12-21,2023-12-08,Camera not focusing,Resolved,12
WC003698,CUST045065,P0573,ST0023,2023-09-02,2023-12-08,Physical damage - screen crack,Replaced,12
WC001168,CUST001284,P0272,ST0053,2023-04-11,2023-12-09,Software update issue,Resolved,12
WC002078,CUST042591,P0409,ST0051,2023-03-13,2023-12-09,Battery draining fast,Resolved,12
WC002268,CUST018246,P0165,ST0023,2023-01-10,2023-12-09,Speaker/mic not working,Replaced,12
WC002740,CUST025326,P0203,ST0039,2023-03-26,2023-12-09,Charging port not working,In Progress,12
WC002892,CUST018375,P0403,ST0027,2023-01-26,2023-12-09,Water damage,Resolved,12
WC003695,CUST036626,P0344,ST0031,2023-06-28,2023-12-09,Overheating during use,Replaced,12
WC004009,CUST043974,P0320,ST0047,2023-04-20,2023-12-09,Charging port not working,Resolved,12
WC004754,CUST024574,P0353,ST0058,2023-05-08,2023-12-09,Screen flickering,Replaced,12
WC005086,CUST033062,P0520,ST0029,2023-10-05,2023-12-09,Screen flickering,Replaced,12
WC005506,CUST032431,P0217,ST0023,2023-02-28,2023-12-09,Water damage,Pending Pickup,12
WC005843,CUST043164,P0389,ST0041,2022-02-02,2023-12-09,Charging port not working,Resolved,24
WC001326,CUST005278,P0014,ST0047,2023-01-13,2023-12-10,Screen flickering,Resolved,12
WC002177,CUST040808,P0270,ST0053,2023-03-03,2023-12-10,Software update issue,Resolved,12
WC002186,CUST025436,P0270,ST0003,2023-05-10,2023-12-10,Battery draining fast,In Progress,12
WC003921,CUST012240,P0380,ST0020,2023-04-30,2023-12-10,Software update issue,Replaced,12
WC005479,CUST021752,P0238,ST0028,2023-06-02,2023-12-10,Charging port not working,Resolved,12
