StoreID,ProductID,StockLevel,ReorderLevel
ST0014,P0190,11,31
ST0014,P0423,207,11
ST0014,P0170,190,19
ST0014,P0017,127,19
ST0014,P0585,29,39
ST0014,P0142,29,27
ST0014,P0126,0,20
ST0014,P0073,0,34
ST0014,P0391,8,35
ST0014,P0534,129,29
ST0014,P0165,199,24
ST0014,P0216,186,37
ST0014,P0554,234,34
ST0014,P0327,208,25
ST0014,P0219,139,24
ST0014,P0418,212,32
ST0014,P0469,185,35
ST0014,P0500,156,16
ST0014,P0597,125,24
ST0014,P0292,179,31
ST0014,P0518,11,31
ST0014,P0262,105,27
ST0014,P0242,176,28
ST0014,P0580,40,25
ST0014,P0539,113,12
ST0014,P0021,10,11
ST0014,P0093,78,34
ST0014,P0182,34,33
ST0014,P0006,152,24
ST0014,P0360,207,35
ST0014,P0404,241,39
ST0014,P0549,36,16
ST0014,P0063,234,37
ST0014,P0593,173,20
ST0014,P0331,131,30
ST0014,P0328,111,10
ST0014,P0545,104,28
ST0014,P0279,233,17
ST0014,P0313,0,15
ST0014,P0229,53,20
ST0014,P0407,240,19
ST0014,P0289,0,20
ST0014,P0465,182,19
ST0014,P0295,173,12
ST0014,P0515,103,32
ST0014,P0431,17,10
ST0014,P0248,164,38
ST0015,P0121,30,24
ST0015,P0504,206,21
ST0015,P0212,114,38
ST0015,P0485,0,37
ST0015,P0032,179,26
ST0015,P0547,146,30
ST0015,P0382,103,16
ST0015,P0129,78,13
ST0015,P0249,228,24
ST0015,P0423,57,12
ST0015,P0151,127,25
ST0015,P0378,165,22
ST0015,P0446,209,37
ST0015,P0343,0,36
ST0015,P0326,55,25
ST0015,P0090,38,17
ST0015,P0087,193,32
ST0015,P0108,110,23
ST0015,P0597,211,31
ST0015,P0432,175,39
ST0015,P0215,22,33
ST0015,P0229,143,26
ST0015,P0181,123,14
ST0015,P0169,29,15
ST0015,P0445,45,10
ST0015,P0379,189,22
ST0015,P0319,207,28
ST0015,P0261,227,19
ST0015,P0168,197,26
ST0015,P0175,16,38
ST0015,P0483,4,10
ST0015,P0523,62,15
ST0015,P0073,0,15
ST0015,P0521,195,30
ST0015,P0128,196,31
ST0015,P0356,18,33
ST0015,P0552,192,34
ST0015,P0191,170,26
ST0015,P0119,165,20
ST0015,P0490,238,24
ST0015,P0359,0,22
ST0015,P0476,62,30
ST0015,P0594,0,31
ST0015,P0487,242,21
ST0015,P0451,186,34
ST0015,P0015,38,18
ST0015,P0461,101,31
ST0015,P0125,81,12
ST0015,P0556,40,29
ST0015,P0558,217,11
ST0015,P0270,118,10
ST0015,P0346,96,33
ST0015,P0274,34,13
ST0015,P0406,246,23
ST0015,P0007,161,11
ST0015,P0155,54,34
ST0015,P0389,0,38
ST0015,P0477,12,36
ST0015,P0549,15,12
ST0015,P0070,58,15
ST0015,P0589,118,27
ST0015,P0062,60,33
ST0015,P0074,9,12
ST0015,P0354,84,27
ST0015,P0528,236,19
ST0015,P0596,2,31
ST0015,P0452,85,32
ST0015,P0101,228,27
ST0015,P0089,136,37
ST0015,P0133,40,30
ST0015,P0582,77,35
ST0015,P0031,206,20
ST0015,P0276,101,39
ST0015,P0367,84,20
ST0015,P0474,13,19
ST0015,P0153,184,20
ST0015,P0491,190,18
ST0015,P0236,169,29
ST0015,P0078,134,37
ST0015,P0005,117,33
ST0016,P0307,143,25
ST0016,P0449,36,18
ST0016,P0394,23,28
ST0016,P0568,0,29
ST0016,P0579,147,33
ST0016,P0288,156,21
ST0016,P0154,237,21
ST0016,P0531,228,24
ST0016,P0499,37,10
ST0016,P0355,78,25
ST0016,P0174,132,28
ST0016,P0285,15,20
ST0016,P0437,202,21
ST0016,P0445,116,26
ST0016,P0227,202,38
ST0016,P0283,27,38
ST0016,P0448,56,38
ST0016,P0031,215,21
ST0016,P0563,121,35
ST0016,P0380,193,16
ST0016,P0005,123,15
ST0016,P0330,36,29
ST0016,P0134,108,31
ST0016,P0476,210,14
ST0016,P0315,65,36
ST0016,P0523,30,11
ST0016,P0243,210,23
ST0016,P0097,154,12
ST0016,P0442,90,21
ST0016,P0508,20,11
ST0016,P0034,226,29
ST0016,P0594,0,25
ST0016,P0287,24,21
ST0016,P0298,139,31
ST0016,P0333,25,38
ST0016,P0379,210,21
ST0016,P0391,147,31
ST0016,P0143,106,24
ST0016,P0057,147,29
ST0016,P0267,21,14
ST0016,P0368,51,20
ST0016,P0482,231,13
ST0016,P0229,40,15
ST0016,P0522,1,21
ST0016,P0459,0,28
ST0016,P0111,23,17
ST0016,P0067,37,37
ST0016,P0073,0,21
ST0016,P0268,100,16
ST0016,P0022,171,22
ST0016,P0306,65,35
ST0016,P0133,234,14
ST0016,P0096,113,24
ST0016,P0147,176,16
ST0016,P0158,232,28
ST0016,P0117,234,10
ST0016,P0216,55,14
ST0016,P0597,196,39
ST0016,P0338,149,18
ST0016,P0042,152,15
ST0016,P0438,118,18
ST0016,P0570,221,14
ST0016,P0383,74,33
ST0016,P0358,32,23
ST0016,P0406,219,28
ST0016,P0360,209,10
ST0016,P0486,150,32
ST0016,P0501,131,12
ST0016,P0257,0,38
ST0016,P0351,137,23
ST0016,P0103,13,29
ST0016,P0408,41,31
ST0016,P0496,247,10
ST0016,P0145,175,39
ST0016,P0560,76,21
ST0016,P0376,51,31
ST0016,P0266,249,19
ST0016,P0129,56,19
ST0016,P0578,234,36
ST0016,P0192,0,10
ST0017,P0176,151,35
ST0017,P0195,15,21
ST0017,P0088,145,15
ST0017,P0588,18,18
ST0017,P0245,75,37
ST0017,P0025,136,12
ST0017,P0391,165,38
ST0017,P0478,238,12
ST0017,P0045,72,33
ST0017,P0008,245,26
ST0017,P0577,143,35
ST0017,P0132,225,17
ST0017,P0229,242,34
ST0017,P0018,108,16
ST0017,P0354,196,19
ST0017,P0415,0,19
ST0017,P0174,139,33
ST0017,P0552,167,10
ST0017,P0221,213,16
ST0017,P0236,161,25
ST0017,P0464,126,15
ST0017,P0534,4,26
ST0017,P0185,18,22
ST0017,P0443,129,23
ST0017,P0522,63,28
ST0017,P0209,141,28
ST0017,P0540,41,14
ST0017,P0027,126,11
ST0017,P0180,229,14
ST0017,P0023,227,31
ST0017,P0058,197,26
ST0017,P0094,183,11
ST0017,P0557,134,35
ST0017,P0041,74,34
ST0017,P0431,144,24
ST0017,P0438,0,18
ST0017,P0524,59,10
ST0017,P0547,10,24
ST0017,P0066,126,31
ST0017,P0268,148,25
ST0017,P0114,109,36
ST0017,P0042,94,14
ST0017,P0444,93,30
ST0017,P0321,249,19
ST0017,P0194,223,14
ST0017,P0126,185,30
ST0017,P0089,157,12
ST0017,P0140,170,11
ST0017,P0416,144,35
ST0017,P0215,111,20
ST0017,P0361,185,19
ST0017,P0144,140,27
ST0017,P0539,24,23
ST0017,P0291,89,21
ST0017,P0502,109,36
ST0017,P0575,235,14
ST0017,P0405,36,39
ST0017,P0341,206,17
ST0017,P0196,95,17
ST0017,P0476,121,24
ST0017,P0232,0,36
ST0017,P0021,15,17
ST0017,P0531,7,31
ST0017,P0005,187,33
ST0017,P0578,3,26
ST0017,P0392,144,25
ST0017,P0409,170,32
ST0017,P0122,116,38
ST0017,P0498,30,38
ST0017,P0216,87,28
ST0017,P0082,158,22
ST0017,P0147,206,24
ST0017,P0486,124,39
ST0017,P0052,43,14
ST0017,P0532,197,35
ST0017,P0450,81,21
ST0017,P0017,25,20
ST0017,P0521,83,38
ST0017,P0400,93,28
ST0017,P0458,211,32
ST0018,P0516,173,31
ST0018,P0114,3,36
ST0018,P0594,0,22
ST0018,P0551,101,38
ST0018,P0293,31,24
ST0018,P0397,232,17
ST0018,P0330,170,37
ST0018,P0208,150,30
ST0018,P0052,62,13
ST0018,P0079,162,10
ST0018,P0103,204,34
ST0018,P0154,91,15
ST0018,P0349,63,20
ST0018,P0482,190,34
ST0018,P0553,164,27
ST0018,P0017,162,27
ST0018,P0054,100,27
ST0018,P0503,92,20
ST0018,P0417,93,33
ST0018,P0409,36,11
ST0018,P0371,204,32
ST0018,P0541,113,28
ST0018,P0530,62,16
ST0018,P0331,29,29
ST0018,P0200,166,26
ST0018,P0341,168,31
ST0018,P0391,20,25
ST0018,P0359,0,19
ST0018,P0329,100,17
ST0018,P0531,162,37
ST0018,P0378,153,10
ST0018,P0127,208,38
ST0018,P0394,245,36
ST0018,P0015,143,11
ST0018,P0518,90,23
ST0018,P0473,164,29
ST0018,P0281,203,21
ST0018,P0569,0,14
ST0018,P0426,67,35
ST0018,P0420,54,18
ST0018,P0345,212,20
ST0018,P0545,219,13
ST0018,P0132,136,31
ST0018,P0072,198,13
ST0018,P0322,147,29
ST0018,P0351,86,20
ST0018,P0253,61,12
ST0018,P0589,96,28
ST0018,P0469,200,11
ST0018,P0468,239,31
ST0018,P0579,32,37
ST0018,P0027,75,31
ST0018,P0550,69,24
ST0018,P0513,179,11
ST0018,P0521,15,30
ST0018,P0201,211,23
ST0018,P0438,86,29
ST0018,P0476,68,24
ST0018,P0151,181,10
ST0018,P0010,193,27
ST0018,P0533,110,19
ST0018,P0485,0,12
ST0018,P0142,164,31
ST0018,P0070,70,34
ST0018,P0481,60,10
ST0018,P0213,24,28
ST0018,P0453,135,28
ST0018,P0086,164,31
ST0018,P0344,184,30
ST0018,P0517,2,27
ST0018,P0176,112,37
ST0018,P0270,219,39
ST0018,P0415,0,25
ST0018,P0525,227,20
ST0018,P0266,245,11
ST0018,P0335,117,18
ST0018,P0130,97,16
ST0018,P0242,55,37
ST0018,P0406,230,21
ST0018,P0556,180,31
ST0019,P0400,99,15
ST0019,P0296,194,22
ST0019,P0027,233,15
ST0019,P0103,136,33
ST0019,P0054,135,11
ST0019,P0361,132,32
ST0019,P0593,199,18
ST0019,P0560,218,31
ST0019,P0417,134,19
ST0019,P0589,97,28
ST0019,P0155,79,31
ST0019,P0152,104,19
ST0019,P0129,63,11
ST0019,P0079,63,29
ST0019,P0491,143,27
ST0019,P0075,175,30
ST0019,P0450,207,32
ST0019,P0250,171,38
ST0019,P0263,120,15
ST0019,P0588,76,14
ST0019,P0069,165,16
ST0019,P0272,77,15
ST0019,P0128,124,27
ST0019,P0171,192,13
ST0019,P0231,191,27
ST0019,P0035,0,28
ST0019,P0379,73,25
ST0019,P0175,126,23
ST0019,P0059,210,35
ST0019,P0077,168,19
ST0019,P0224,73,22
ST0019,P0501,145,13
ST0019,P0302,183,12
ST0019,P0431,240,16
ST0019,P0110,185,19
ST0019,P0521,63,10
ST0019,P0172,0,10
ST0019,P0484,100,16
ST0019,P0253,15,29
ST0019,P0163,49,19
ST0019,P0554,79,11
ST0019,P0064,144,37
ST0019,P0475,16,37
ST0019,P0474,26,14
ST0019,P0041,249,12
ST0019,P0440,115,19
ST0019,P0011,5,27
ST0019,P0146,95,14
ST0019,P0285,53,11
ST0019,P0162,5,18
ST0019,P0244,238,21
ST0019,P0217,240,31
ST0019,P0340,213,28
ST0019,P0057,194,30
ST0019,P0350,214,37
ST0019,P0186,45,11
ST0019,P0301,7,32
ST0019,P0300,64,19
ST0019,P0052,89,29
ST0019,P0157,0,10
ST0019,P0545,60,19
ST0019,P0182,201,34
ST0019,P0432,244,23
ST0019,P0114,91,11
ST0019,P0093,76,11
ST0019,P0410,20,15
ST0019,P0372,247,29
ST0019,P0473,131,13
ST0019,P0453,43,12
ST0019,P0567,190,39
ST0019,P0084,177,11
ST0019,P0210,143,33
ST0019,P0298,64,19
ST0019,P0201,60,26
ST0019,P0546,197,26
ST0019,P0498,28,34
ST0019,P0509,106,22
ST0019,P0178,45,36
ST0019,P0549,223,14
ST0019,P0462,16,39
ST0020,P0100,204,17
ST0020,P0257,0,18
ST0020,P0010,190,26
ST0020,P0194,26,30
ST0020,P0294,60,27
ST0020,P0226,0,38
ST0020,P0031,66,18
ST0020,P0382,95,28
ST0020,P0369,51,27
ST0020,P0517,134,26
ST0020,P0209,127,26
ST0020,P0152,158,25
ST0020,P0295,73,17
ST0020,P0325,151,12
ST0020,P0320,180,37
ST0020,P0042,109,30
ST0020,P0013,243,34
ST0020,P0550,90,10
ST0020,P0528,175,30
ST0020,P0018,16,21
ST0020,P0559,148,11
ST0020,P0193,167,23
ST0020,P0215,46,29
ST0020,P0086,236,12
ST0020,P0393,146,19
ST0020,P0346,217,15
ST0020,P0128,63,14
ST0020,P0486,242,11
ST0020,P0174,70,34
ST0020,P0321,57,24
ST0020,P0041,118,39
ST0020,P0355,189,24
ST0020,P0338,84,33
ST0020,P0575,113,19
ST0020,P0523,193,20
ST0020,P0072,11,35
ST0020,P0025,113,10
ST0020,P0360,185,24
ST0020,P0560,180,36
ST0020,P0232,0,15
ST0020,P0280,157,36
ST0020,P0461,233,24
ST0020,P0381,11,19
ST0020,P0273,205,29
ST0020,P0069,124,31
ST0020,P0115,193,16
ST0020,P0162,188,35
ST0020,P0108,230,31
ST0020,P0526,134,22
ST0020,P0441,0,38
ST0020,P0586,100,30
ST0020,P0242,223,26
ST0020,P0017,204,35
ST0020,P0184,62,11
ST0020,P0063,64,36
ST0020,P0404,16,37
ST0020,P0478,2,16
ST0020,P0379,115,26
ST0020,P0595,172,30
ST0020,P0200,61,12
ST0020,P0106,4,35
ST0020,P0525,248,17
ST0020,P0173,49,37
ST0020,P0178,127,21
ST0020,P0157,0,20
ST0020,P0268,170,21
ST0020,P0081,89,35
ST0020,P0019,223,29
ST0020,P0498,66,32
ST0020,P0438,106,17
ST0020,P0056,175,31
ST0020,P0585,132,21
ST0020,P0094,232,26
ST0020,P0500,192,30
ST0020,P0123,158,30
ST0020,P0580,205,12
ST0020,P0493,0,17
ST0020,P0367,170,17
ST0020,P0275,58,31
ST0020,P0145,102,25
ST0021,P0312,99,20
ST0021,P0131,109,25
ST0021,P0155,212,35
ST0021,P0471,46,37
ST0021,P0389,0,15
ST0021,P0245,58,14
ST0021,P0219,142,34
ST0021,P0236,217,34
ST0021,P0121,244,36
ST0021,P0239,190,35
ST0021,P0238,100,22
ST0021,P0315,194,20
ST0021,P0032,93,20
ST0021,P0223,3,35
ST0021,P0327,64,11
ST0021,P0361,95,20
ST0021,P0593,34,27
ST0021,P0291,169,32
ST0021,P0300,242,32
ST0021,P0196,163,18
ST0021,P0381,131,34
ST0021,P0582,175,30
ST0021,P0116,204,31
ST0021,P0369,94,21
ST0021,P0341,118,35
ST0021,P0537,22,13
ST0021,P0517,65,18
ST0021,P0015,76,39
ST0021,P0011,171,29
ST0021,P0379,62,18
ST0021,P0446,37,23
ST0021,P0034,47,35
ST0021,P0080,157,23
ST0021,P0190,109,23
ST0021,P0311,0,33
ST0021,P0328,104,30
ST0021,P0573,50,35
ST0021,P0600,13,15
ST0021,P0009,75,30
ST0021,P0490,80,38
ST0021,P0551,108,12
ST0021,P0303,127,20
ST0021,P0443,92,29
ST0021,P0295,242,27
ST0021,P0227,159,20
ST0021,P0440,83,14
ST0021,P0143,130,15
ST0021,P0118,0,27
ST0021,P0412,233,39
ST0021,P0117,229,23
ST0021,P0307,214,17
ST0021,P0272,43,21
ST0021,P0197,48,12
ST0021,P0191,182,22
ST0021,P0120,106,39
ST0021,P0580,75,35
ST0021,P0265,82,31
ST0021,P0092,0,29
ST0021,P0305,201,34
ST0021,P0301,49,38
ST0021,P0250,10,36
ST0021,P0115,1,12
ST0021,P0314,245,30
ST0021,P0041,154,36
ST0021,P0448,86,36
ST0021,P0535,220,37
ST0021,P0255,0,30
ST0021,P0342,0,33
ST0021,P0047,156,15
ST0021,P0473,2,34
ST0021,P0053,115,25
ST0021,P0282,138,28
ST0021,P0057,169,17
ST0021,P0180,16,21
ST0021,P0393,16,22
ST0021,P0358,74,34
ST0021,P0538,56,20
ST0021,P0414,27,31
ST0021,P0163,193,33
ST0021,P0040,197,20
ST0022,P0397,86,19
ST0022,P0259,50,27
ST0022,P0589,198,26
ST0022,P0049,101,37
ST0022,P0120,89,16
ST0022,P0394,186,19
ST0022,P0155,43,21
ST0022,P0498,102,34
ST0022,P0146,52,24
ST0022,P0371,204,29
ST0022,P0561,167,31
ST0022,P0288,73,13
ST0022,P0274,104,13
ST0022,P0215,163,24
ST0022,P0003,226,38
ST0022,P0126,239,32
ST0022,P0294,55,33
ST0022,P0249,59,34
ST0022,P0420,172,37
ST0022,P0353,36,22
ST0022,P0222,6,37
ST0022,P0496,111,17
ST0022,P0189,158,14
ST0022,P0504,159,15
ST0022,P0431,110,23
ST0022,P0474,72,36
ST0022,P0533,105,10
ST0022,P0057,212,15
ST0022,P0333,69,12
ST0022,P0491,131,18
ST0022,P0485,0,14
ST0022,P0366,171,15
ST0022,P0121,147,13
ST0022,P0123,4,14
ST0022,P0258,40,31
ST0022,P0584,144,12
ST0022,P0106,21,17
ST0022,P0017,228,18
ST0022,P0369,161,38
ST0022,P0280,223,39
ST0022,P0253,245,17
ST0022,P0117,157,25
ST0022,P0283,157,34
ST0022,P0365,110,39
ST0022,P0421,139,20
ST0022,P0045,64,38
ST0022,P0243,177,13
ST0022,P0219,176,15
ST0022,P0527,237,36
ST0022,P0412,24,37
ST0022,P0493,0,27
ST0022,P0260,28,28
ST0022,P0182,189,14
ST0022,P0073,0,14
ST0022,P0256,0,33
ST0022,P0006,232,11
ST0022,P0334,210,20
ST0022,P0469,137,37
ST0022,P0293,167,20
ST0022,P0479,0,15
ST0022,P0084,241,29
ST0022,P0532,221,34
ST0022,P0133,183,20
ST0022,P0486,178,15
ST0022,P0502,228,27
ST0022,P0162,182,28
ST0022,P0472,3,15
ST0022,P0251,73,28
ST0022,P0346,42,39
ST0022,P0508,136,37
ST0022,P0039,96,39
ST0022,P0540,42,38
ST0022,P0183,221,19
ST0022,P0467,7,17
ST0022,P0204,246,12
ST0022,P0338,26,17
ST0022,P0156,185,33
ST0022,P0551,168,25
ST0022,P0330,157,20
ST0022,P0165,83,30
ST0023,P0100,147,30
ST0023,P0435,230,23
ST0023,P0593,154,31
ST0023,P0501,20,34
ST0023,P0140,24,34
ST0023,P0232,0,32
ST0023,P0452,56,31
ST0023,P0157,0,11
ST0023,P0108,48,19
ST0023,P0320,241,34
ST0023,P0219,130,17
ST0023,P0215,194,14
ST0023,P0225,159,11
ST0023,P0381,103,28
ST0023,P0311,0,12
ST0023,P0357,74,23
ST0023,P0070,192,31
ST0023,P0168,112,35
ST0023,P0436,209,12
ST0023,P0276,240,18
ST0023,P0152,32,10
ST0023,P0148,24,14
ST0023,P0233,153,35
ST0023,P0463,122,23
ST0023,P0548,28,15
ST0023,P0566,248,23
ST0023,P0590,135,36
ST0023,P0440,88,23
ST0023,P0132,79,39
ST0023,P0298,90,25
ST0023,P0081,78,33
ST0023,P0041,118,20
ST0023,P0339,112,13
ST0023,P0031,198,27
ST0023,P0024,104,36
ST0023,P0418,152,22
ST0023,P0282,108,38
ST0023,P0283,224,10
ST0023,P0013,140,16
ST0023,P0470,79,28
ST0023,P0503,55,21
ST0023,P0299,129,36
ST0023,P0302,161,24
ST0023,P0060,237,19
ST0023,P0500,209,25
ST0023,P0101,136,21
ST0023,P0089,63,31
ST0023,P0516,165,25
ST0023,P0131,15,14
ST0023,P0573,27,17
ST0023,P0080,210,10
ST0023,P0061,49,34
ST0023,P0035,0,30
ST0023,P0519,209,25
ST0023,P0527,5,32
ST0023,P0308,0,17
ST0023,P0056,221,11
ST0023,P0145,64,15
ST0023,P0173,46,16
ST0023,P0392,90,19
ST0023,P0130,99,24
ST0023,P0227,178,16
ST0023,P0201,102,27
ST0023,P0053,135,13
ST0023,P0580,201,21
ST0023,P0312,148,10
ST0023,P0331,62,20
ST0023,P0161,180,11
ST0023,P0169,66,11
ST0023,P0445,223,38
ST0023,P0536,137,33
ST0023,P0408,180,39
ST0023,P0124,27,12
ST0023,P0104,192,37
ST0023,P0472,106,16
ST0023,P0235,218,33
ST0023,P0165,88,36
ST0023,P0533,164,38
ST0023,P0526,73,32
ST0023,P0574,197,16
ST0024,P0197,57,12
ST0024,P0438,58,10
ST0024,P0600,224,30
ST0024,P0457,108,14
ST0024,P0458,31,26
ST0024,P0050,44,28
ST0024,P0059,104,19
ST0024,P0378,94,25
ST0024,P0174,95,38
ST0024,P0598,85,11
ST0024,P0571,65,36
ST0024,P0012,0,24
ST0024,P0023,19,31
ST0024,P0052,78,30
ST0024,P0472,100,18
ST0024,P0084,215,21
ST0024,P0437,87,37
ST0024,P0223,45,36
ST0024,P0444,77,30
ST0024,P0048,157,10
ST0024,P0383,241,15
ST0024,P0081,2,17
ST0024,P0527,172,24
ST0024,P0273,235,11
ST0024,P0370,125,20
ST0024,P0181,16,33
ST0024,P0294,38,17
ST0024,P0474,18,20
ST0024,P0502,98,19
ST0024,P0330,99,23
ST0024,P0051,108,33
ST0024,P0159,84,27
ST0024,P0455,169,32
ST0024,P0100,167,22
ST0024,P0335,177,17
ST0024,P0203,122,37
ST0024,P0267,118,36
ST0024,P0258,40,12
ST0024,P0117,78,34
ST0024,P0207,216,22
ST0024,P0108,156,21
ST0024,P0519,10,27
ST0024,P0169,196,20
ST0024,P0298,159,18
ST0024,P0093,69,30
ST0024,P0460,60,11
ST0024,P0446,241,15
ST0024,P0434,177,25
ST0024,P0545,186,32
ST0024,P0049,122,29
ST0024,P0435,235,25
ST0024,P0078,19,11
ST0024,P0518,174,34
ST0024,P0007,183,30
ST0024,P0341,70,22
ST0024,P0162,48,11
ST0024,P0500,94,12
ST0024,P0540,23,31
ST0024,P0551,204,29
ST0024,P0123,162,38
ST0024,P0470,111,15
ST0024,P0071,217,20
ST0024,P0308,0,30
ST0024,P0315,165,13
ST0024,P0556,172,23
ST0024,P0045,3,30
ST0024,P0521,172,22
ST0024,P0293,94,26
ST0024,P0336,180,28
ST0024,P0146,91,31
ST0024,P0268,157,27
ST0024,P0517,155,24
ST0024,P0035,0,34
ST0024,P0032,86,17
ST0024,P0393,76,32
ST0024,P0225,108,13
ST0024,P0126,208,22
ST0024,P0404,208,20
ST0024,P0264,68,19
ST0024,P0426,11,19
ST0025,P0069,147,32
ST0025,P0307,47,23
ST0025,P0352,213,15
ST0025,P0595,192,15
ST0025,P0192,0,33
ST0025,P0250,102,12
ST0025,P0329,93,38
ST0025,P0507,152,26
ST0025,P0391,82,30
ST0025,P0546,20,19
ST0025,P0463,108,23
ST0025,P0253,140,25
ST0025,P0171,21,24
ST0025,P0350,134,27
ST0025,P0306,109,13
ST0025,P0019,45,24
ST0025,P0326,6,25
ST0025,P0020,167,18
ST0025,P0023,130,13
ST0025,P0308,0,10
ST0025,P0242,38,15
ST0025,P0438,162,33
ST0025,P0088,228,12
ST0025,P0234,218,12
ST0025,P0231,73,17
ST0025,P0073,0,20
ST0025,P0370,67,17
ST0025,P0593,68,22
ST0025,P0526,38,36
ST0025,P0175,214,30
ST0025,P0280,86,32
ST0025,P0369,226,11
ST0025,P0026,63,13
ST0025,P0524,41,17
ST0025,P0067,2,36
ST0025,P0156,40,25
ST0025,P0109,213,31
ST0025,P0587,21,16
ST0025,P0190,149,37
ST0025,P0427,206,23
ST0025,P0195,170,31
ST0025,P0155,209,22
ST0025,P0225,241,28
ST0025,P0159,97,27
ST0025,P0063,221,10
ST0025,P0050,142,25
ST0025,P0375,100,27
ST0025,P0435,190,11
ST0025,P0404,59,32
ST0025,P0074,208,11
ST0025,P0485,0,18
ST0025,P0407,104,16
ST0025,P0399,68,25
ST0025,P0338,107,28
ST0025,P0354,75,31
ST0025,P0233,98,35
ST0025,P0589,221,12
ST0025,P0434,52,25
ST0025,P0288,160,24
ST0025,P0289,0,20
ST0025,P0275,116,18
ST0025,P0264,54,18
ST0025,P0319,20,28
ST0025,P0548,114,23
ST0025,P0244,45,18
ST0025,P0343,0,28
ST0025,P0433,11,36
ST0025,P0600,51,34
ST0025,P0076,38,21
ST0025,P0472,209,14
ST0025,P0035,0,30
ST0025,P0422,211,26
ST0025,P0416,216,29
ST0025,P0423,12,15
ST0025,P0415,0,13
ST0025,P0287,76,14
ST0025,P0202,188,30
ST0025,P0246,83,16
ST0025,P0597,237,19
ST0025,P0183,152,30
ST0026,P0563,142,35
ST0026,P0481,205,35
ST0026,P0164,210,18
ST0026,P0456,178,12
ST0026,P0133,133,36
ST0026,P0144,187,29
ST0026,P0561,56,22
ST0026,P0395,93,18
ST0026,P0357,141,31
ST0026,P0567,187,23
ST0026,P0464,242,15
ST0026,P0151,201,38
ST0026,P0551,74,30
ST0026,P0345,86,25
ST0026,P0346,84,16
ST0026,P0585,150,14
ST0026,P0339,116,10
ST0026,P0246,167,25
ST0026,P0383,179,35
ST0026,P0256,0,36
ST0026,P0365,67,18
ST0026,P0111,15,12
ST0026,P0273,58,31
ST0026,P0271,7,12
ST0026,P0401,171,32
ST0026,P0295,52,10
ST0026,P0546,138,15
ST0026,P0087,101,21
ST0026,P0457,15,12
ST0026,P0221,93,23
ST0026,P0521,128,31
ST0026,P0453,177,39
ST0026,P0224,69,32
ST0026,P0405,57,12
ST0026,P0550,53,10
ST0026,P0222,244,27
ST0026,P0363,200,16
ST0026,P0323,41,10
ST0026,P0299,228,18
ST0026,P0193,143,38
ST0026,P0307,173,16
ST0026,P0235,212,14
ST0026,P0436,186,17
ST0026,P0203,54,11
ST0026,P0137,85,12
ST0026,P0056,62,26
ST0026,P0124,134,12
ST0026,P0507,89,22
ST0026,P0381,175,30
ST0026,P0160,11,29
ST0026,P0421,123,38
ST0026,P0052,129,12
ST0026,P0322,172,37
ST0026,P0211,45,17
ST0026,P0492,141,23
ST0026,P0388,119,26
ST0026,P0328,105,37
ST0026,P0022,137,38
ST0026,P0270,139,23
ST0026,P0315,13,30
ST0026,P0431,26,30
ST0026,P0508,176,29
ST0026,P0276,161,16
ST0026,P0410,112,12
ST0026,P0263,166,34
ST0026,P0393,240,26
ST0026,P0338,0,26
ST0026,P0275,93,22
ST0026,P0571,47,24
ST0026,P0415,0,14
ST0026,P0102,38,10
ST0026,P0094,46,10
ST0026,P0011,169,33
ST0026,P0332,190,21
ST0026,P0580,137,27
ST0026,P0122,190,38
ST0026,P0088,139,11
ST0026,P0402,195,39
ST0026,P0283,52,20
ST0026,P0121,147,17
ST0027,P0400,63,28
ST0027,P0452,205,34
ST0027,P0252,80,32
ST0027,P0205,26,27
ST0027,P0414,70,10
ST0027,P0577,226,17
ST0027,P0265,5,31
ST0027,P0433,214,10
ST0027,P0411,36,13
ST0027,P0276,86,26
ST0027,P0362,57,17
ST0027,P0021,198,38
ST0027,P0490,102,10
ST0027,P0591,75,19
ST0027,P0513,77,24
ST0027,P0212,55,30
ST0027,P0551,11,20
ST0027,P0070,195,32
ST0027,P0082,248,31
ST0027,P0442,47,13
ST0027,P0069,197,11
ST0027,P0430,80,17
ST0027,P0346,19,18
ST0027,P0213,224,18
ST0027,P0211,81,34
ST0027,P0534,26,25
ST0027,P0403,10,24
ST0027,P0371,102,22
ST0027,P0271,216,36
ST0027,P0304,36,18
ST0027,P0222,105,11
ST0027,P0355,208,26
ST0027,P0408,107,21
ST0027,P0123,30,31
ST0027,P0131,207,30
ST0027,P0080,135,13
ST0027,P0413,134,19
ST0027,P0094,6,14
ST0027,P0092,0,24
ST0027,P0395,74,12
ST0027,P0177,114,19
ST0027,P0038,25,19
ST0027,P0529,48,28
ST0027,P0226,0,27
ST0027,P0076,130,38
ST0027,P0028,180,22
ST0027,P0360,237,37
ST0027,P0193,156,15
ST0027,P0379,64,13
ST0027,P0209,130,39
ST0027,P0215,132,20
ST0027,P0417,145,39
ST0027,P0005,159,39
ST0027,P0239,122,34
ST0027,P0286,179,35
ST0027,P0547,65,13
ST0027,P0106,234,30
ST0027,P0210,143,15
ST0027,P0120,212,10
ST0027,P0337,125,31
ST0027,P0086,62,20
ST0027,P0124,96,26
ST0027,P0492,167,18
ST0027,P0494,249,30
ST0027,P0565,116,37
ST0027,P0245,122,25
ST0027,P0451,91,18
ST0027,P0412,105,19
