OrderID,CustomerID,Date,ProductID,Quantity,Price,TotalAmount,StoreID,OrderStatus
ORD0043917,CUST046842,2024-04-22,P0255,1,8872.43,8872.43,ST0044,Completed
ORD0102072,CUST045739,2024-04-22,P0376,1,159348.79,159348.79,ST0001,Completed
ORD0076817,CUST034868,2024-04-22,P0187,1,59839.9,59839.9,ST0037,Completed
ORD0104386,CUST008224,2024-04-22,P0234,1,11948.17,11948.17,ST0022,Completed
ORD0079736,CUST003094,2024-04-22,P0131,1,35220.38,35220.38,ST0057,Completed
ORD0024119,CUST037262,2024-04-22,P0556,1,52788.07,52788.07,ST0027,Completed
ORD0207914,CUST018713,2024-04-22,P0356,1,133194.33,133194.33,ST0052,Completed
ORD0188939,CUST041494,2024-04-22,P0416,1,18434.74,18434.74,ST0022,Completed
ORD0205163,CUST014673,2024-04-22,P0597,2,50960.12,101920.24,ST0020,Completed
ORD0145852,CUST011274,2024-04-22,P0175,1,53923.98,53923.98,ST0053,Completed
ORD0191172,CUST010494,2024-04-22,P0129,1,18256.26,18256.26,ST0051,Completed
ORD0063723,CUST009940,2024-04-22,P0397,1,127262.76,127262.76,ST0013,Completed
ORD0073163,CUST010817,2024-04-22,P0227,1,74877.2,74877.2,ST0005,Completed
ORD0092469,CUST044034,2024-04-22,P0127,2,17356.07,34712.14,ST0047,Completed
ORD0025613,CUST020342,2024-04-22,P0251,1,57261.51,57261.51,ST0049,Completed
ORD0070922,CUST006365,2024-04-22,P0553,2,21246.91,42493.82,ST0037,Completed
ORD0145290,CUST005025,2024-04-22,P0264,1,51679.87,51679.87,ST0005,Completed
ORD0215554,CUST044692,2024-04-22,P0155,1,24340.03,24340.03,ST0027,Completed
ORD0214035,CUST013488,2024-04-22,P0482,2,28170.62,56341.24,ST0045,Completed
ORD0036070,CUST030475,2024-04-22,P0444,1,123550.36,123550.36,ST0014,Completed
ORD0083906,CUST048241,2024-04-22,P0475,2,31783.02,63566.04,ST0040,Completed
ORD0115390,CUST037886,2024-04-22,P0273,1,96681.38,96681.38,ST0037,Completed
ORD0222972,CUST008790,2024-04-22,P0110,1,120907.95,120907.95,ST0005,Completed
ORD0108862,CUST048945,2024-04-22,P0426,1,36298.78,36298.78,ST0036,Completed
ORD0205767,CUST022802,2024-04-22,P0414,1,120201.18,120201.18,ST0003,Completed
ORD0216609,CUST034854,2024-04-22,P0387,1,75602.29,75602.29,ST0057,Completed
ORD0117896,CUST039299,2024-04-22,P0148,1,18490.87,18490.87,ST0017,Completed
ORD0174732,CUST033751,2024-04-22,P0547,1,55938.51,55938.51,ST0051,Completed
ORD0205262,CUST030415,2024-04-22,P0083,1,20371.69,20371.69,ST0038,Completed
ORD0160753,CUST000274,2024-04-22,P0157,1,50111.94,50111.94,ST0029,Completed
ORD0210094,CUST013221,2024-04-22,P0191,1,23952.94,23952.94,ST0009,Completed
ORD0191979,CUST010122,2024-04-22,P0228,1,93507.82,93507.82,ST0046,Completed
ORD0049368,CUST043285,2024-04-22,P0272,2,14539.67,29079.34,ST0042,Completed
ORD0150181,CUST037522,2024-04-22,P0268,1,19530.11,19530.11,ST0038,Completed
ORD0020891,CUST029847,2024-04-22,P0514,1,76738.92,76738.92,ST0026,Completed
ORD0204524,CUST026790,2024-04-22,P0597,1,50960.12,50960.12,ST0027,Completed
ORD0219344,CUST023832,2024-04-22,P0588,1,151047.64,151047.64,ST0044,Completed
ORD0198018,CUST013445,2024-04-22,P0590,2,30476.83,60953.66,ST0053,Completed
ORD0003667,CUST004371,2024-04-22,P0111,1,47105.94,47105.94,ST0036,Completed
ORD0208611,CUST020337,2024-04-22,P0549,1,35439.74,35439.74,ST0017,Completed
ORD0045416,CUST044253,2024-04-22,P0017,1,26069.09,26069.09,ST0060,Completed
ORD0118107,CUST010108,2024-04-22,P0422,2,23948.91,47897.82,ST0029,Completed
ORD0103528,CUST004043,2024-04-22,P0085,1,54296.07,54296.07,ST0013,Completed
ORD0240498,CUST018719,2024-04-22,P0296,1,69009.13,69009.13,ST0037,Completed
ORD0128823,CUST009788,2024-04-22,P0063,1,10013.75,10013.75,ST0007,Completed
ORD0099079,CUST009570,2024-04-22,P0365,1,50587.03,50587.03,ST0017,Completed
ORD0056053,CUST031016,2024-04-22,P0240,1,59625.27,59625.27,ST0038,Completed
ORD0182090,CUST040537,2024-04-23,P0295,1,43239.3,43239.3,ST0040,Completed
ORD0003068,CUST035568,2024-04-23,P0531,1,36555.62,36555.62,ST0008,Completed
ORD0041555,CUST008131,2024-04-23,P0252,1,39419.93,39419.93,ST0043,Completed
ORD0236200,CUST039038,2024-04-23,P0531,1,36555.62,36555.62,ST0044,Completed
ORD0108676,CUST009815,2024-04-23,P0488,2,42695.81,85391.62,ST0013,Completed
ORD0104402,CUST042923,2024-04-23,P0321,1,8447.31,8447.31,ST0036,Completed
ORD0167061,CUST012252,2024-04-23,P0248,1,122319.05,122319.05,ST0028,Completed
ORD0059327,CUST047341,2024-04-23,P0503,1,47826.25,47826.25,ST0060,Completed
ORD0069148,CUST033508,2024-04-23,P0410,1,68583.71,68583.71,ST0004,Completed
ORD0088319,CUST032468,2024-04-23,P0219,1,27326.75,27326.75,ST0001,Completed
ORD0232731,CUST026777,2024-04-23,P0474,1,38782.97,38782.97,ST0025,Completed
ORD0121670,CUST006794,2024-04-23,P0529,1,48535.18,48535.18,ST0016,Completed
ORD0149254,CUST035828,2024-04-23,P0249,1,53649.69,53649.69,ST0058,Completed
ORD0126457,CUST022584,2024-04-23,P0535,1,45717.23,45717.23,ST0036,Completed
ORD0183135,CUST019329,2024-04-23,P0404,2,9374.62,18749.24,ST0055,Completed
ORD0135567,CUST024604,2024-04-23,P0377,1,51676.17,51676.17,ST0051,Completed
ORD0097086,CUST049090,2024-04-23,P0004,1,59196.76,59196.76,ST0031,Completed
ORD0211037,CUST027739,2024-04-23,P0093,1,157219.52,157219.52,ST0002,Completed
ORD0135573,CUST027006,2024-04-23,P0424,2,17492.36,34984.72,ST0055,Completed
ORD0003213,CUST042082,2024-04-23,P0507,1,130450.34,130450.34,ST0002,Completed
ORD0052808,CUST027115,2024-04-23,P0126,1,85523.52,85523.52,ST0014,Completed
ORD0155784,CUST042389,2024-04-23,P0346,1,54101.56,54101.56,ST0025,Completed
ORD0075393,CUST014195,2024-04-23,P0458,1,18876.5,18876.5,ST0025,Completed
ORD0058222,CUST042463,2024-04-23,P0400,2,28039.63,56079.26,ST0047,Completed
ORD0234683,CUST049915,2024-04-23,P0539,1,58622.92,58622.92,ST0060,Completed
ORD0072814,CUST030197,2024-04-23,P0023,1,23069.13,23069.13,ST0016,Completed
ORD0160712,CUST011428,2024-04-23,P0394,1,32376.31,32376.31,ST0015,Completed
ORD0129849,CUST010035,2024-04-23,P0339,1,68493.69,68493.69,ST0028,Completed
ORD0101650,CUST007793,2024-04-23,P0409,1,19346.55,19346.55,ST0027,Completed
ORD0079454,CUST018164,2024-04-23,P0237,1,31921.1,31921.1,ST0051,Completed
ORD0194197,CUST047570,2024-04-23,P0306,1,40377.58,40377.58,ST0024,Completed
ORD0143561,CUST014816,2024-04-23,P0487,1,33296.09,33296.09,ST0035,Completed
ORD0034229,CUST036344,2024-04-23,P0497,1,62487.35,62487.35,ST0054,Completed
ORD0203174,CUST039935,2024-04-23,P0416,1,18434.74,18434.74,ST0059,Completed
ORD0057216,CUST028119,2024-04-23,P0263,1,52373.81,52373.81,ST0058,Completed
ORD0230273,CUST032147,2024-04-23,P0463,1,28663.68,28663.68,ST0003,Completed
ORD0062905,CUST001178,2024-04-23,P0133,1,119094.43,119094.43,ST0032,Completed
ORD0027208,CUST023051,2024-04-23,P0280,1,32563.64,32563.64,ST0046,Completed
ORD0009913,CUST031912,2024-04-23,P0371,1,151196.06,151196.06,ST0039,Completed
ORD0190550,CUST010437,2024-04-23,P0470,1,129464.78,129464.78,ST0021,Completed
ORD0027573,CUST048909,2024-04-23,P0184,1,33636.0,33636.0,ST0017,Completed
ORD0084788,CUST008812,2024-04-23,P0038,1,142857.7,142857.7,ST0022,Completed
ORD0246561,CUST031126,2024-04-23,P0598,1,31434.28,31434.28,ST0008,Completed
ORD0059522,CUST027992,2024-04-23,P0486,1,53258.07,53258.07,ST0019,Completed
ORD0121512,CUST004069,2024-04-23,P0175,1,53923.98,53923.98,ST0006,Completed
ORD0101280,CUST039581,2024-04-23,P0530,1,19499.68,19499.68,ST0021,Completed
ORD0246848,CUST034457,2024-04-23,P0522,2,33357.83,66715.66,ST0058,Completed
ORD0044851,CUST045865,2024-04-23,P0283,2,39794.85,79589.7,ST0034,Completed
ORD0221354,CUST032339,2024-04-23,P0227,1,74877.2,74877.2,ST0034,Completed
ORD0062805,CUST029218,2024-04-23,P0534,1,66041.98,66041.98,ST0006,Completed
ORD0054382,CUST015776,2024-04-23,P0572,1,12843.84,12843.84,ST0020,Completed
ORD0139799,CUST028429,2024-04-23,P0449,2,15425.13,30850.26,ST0021,Completed
ORD0072899,CUST013322,2024-04-23,P0476,2,33576.33,67152.66,ST0041,Completed
ORD0032492,CUST006499,2024-04-23,P0443,1,65575.89,65575.89,ST0020,Completed
ORD0184715,CUST006401,2024-04-23,P0592,1,38560.68,38560.68,ST0030,Completed
ORD0095840,CUST007513,2024-04-23,P0163,1,24233.1,24233.1,ST0014,Completed
ORD0062951,CUST049949,2024-04-23,P0448,1,41376.01,41376.01,ST0005,Completed
ORD0122980,CUST004496,2024-04-23,P0474,2,38782.97,77565.94,ST0032,Completed
ORD0122578,CUST013723,2024-04-23,P0088,1,147801.31,147801.31,ST0047,Completed
ORD0084817,CUST033044,2024-04-23,P0086,1,31976.29,31976.29,ST0002,Completed
ORD0004033,CUST008667,2024-04-23,P0290,2,42096.47,84192.94,ST0050,Completed
ORD0123585,CUST003114,2024-04-23,P0069,1,35903.32,35903.32,ST0014,Completed
ORD0032953,CUST036855,2024-04-23,P0004,1,59196.76,59196.76,ST0009,Completed
ORD0160976,CUST011941,2024-04-23,P0418,1,32501.88,32501.88,ST0054,Completed
ORD0105764,CUST049030,2024-04-23,P0346,1,54101.56,54101.56,ST0004,Completed
ORD0247950,CUST044710,2024-04-23,P0121,1,18063.95,18063.95,ST0051,Completed
ORD0046509,CUST001551,2024-04-23,P0502,1,139245.67,139245.67,ST0005,Completed
ORD0177023,CUST035989,2024-04-23,P0546,1,99697.22,99697.22,ST0039,Completed
ORD0126799,CUST000879,2024-04-23,P0514,1,76738.92,76738.92,ST0056,Completed
ORD0002768,CUST023024,2024-04-23,P0158,1,19966.97,19966.97,ST0049,Completed
ORD0027383,CUST013633,2024-04-23,P0376,1,159348.79,159348.79,ST0048,Completed
ORD0126795,CUST047976,2024-04-23,P0446,1,34034.06,34034.06,ST0009,Completed
ORD0164263,CUST035534,2024-04-23,P0390,2,47081.16,94162.32,ST0010,Completed
ORD0216281,CUST001635,2024-04-23,P0504,1,18275.54,18275.54,ST0033,Completed
ORD0221571,CUST008291,2024-04-23,P0027,1,49814.79,49814.79,ST0013,Completed
ORD0009073,CUST031808,2024-04-23,P0461,2,36199.17,72398.34,ST0013,Completed
ORD0059615,CUST037792,2024-04-23,P0233,1,63681.62,63681.62,ST0053,Completed
ORD0128841,CUST036816,2024-04-23,P0142,1,64934.19,64934.19,ST0038,Completed
ORD0067643,CUST016467,2024-04-23,P0205,1,31252.91,31252.91,ST0056,Completed
ORD0170507,CUST022078,2024-04-23,P0296,1,69009.13,69009.13,ST0036,Completed
ORD0168892,CUST017379,2024-04-23,P0442,1,102673.38,102673.38,ST0021,Completed
ORD0129546,CUST020203,2024-04-23,P0455,1,59951.3,59951.3,ST0057,Completed
ORD0176867,CUST045638,2024-04-23,P0162,1,28752.78,28752.78,ST0023,Completed
ORD0048983,CUST015676,2024-04-23,P0031,1,59918.57,59918.57,ST0036,Completed
ORD0060494,CUST019114,2024-04-23,P0094,1,52855.4,52855.4,ST0011,Completed
ORD0025064,CUST018482,2024-04-23,P0342,1,81343.52,81343.52,ST0059,Completed
ORD0166937,CUST042137,2024-04-23,P0193,1,44424.43,44424.43,ST0031,Completed
ORD0137828,CUST001331,2024-04-23,P0351,1,57433.97,57433.97,ST0015,Completed
ORD0166826,CUST026154,2024-04-23,P0518,1,137521.67,137521.67,ST0060,Completed
ORD0199637,CUST004192,2024-04-23,P0355,1,32377.32,32377.32,ST0006,Completed
ORD0099530,CUST003083,2024-04-23,P0027,1,49814.79,49814.79,ST0046,Completed
ORD0159521,CUST044252,2024-04-23,P0211,1,21336.97,21336.97,ST0006,Completed
ORD0114394,CUST049475,2024-04-23,P0511,1,32459.11,32459.11,ST0012,Completed
ORD0038790,CUST002489,2024-04-23,P0489,2,28234.34,56468.68,ST0008,Completed
ORD0208763,CUST015999,2024-04-23,P0499,1,28717.16,28717.16,ST0028,Completed
ORD0004433,CUST011793,2024-04-23,P0057,1,33475.9,33475.9,ST0002,Completed
ORD0225571,CUST015241,2024-04-23,P0205,1,31252.91,31252.91,ST0006,Completed
ORD0062016,CUST015115,2024-04-23,P0347,1,19676.68,19676.68,ST0034,Completed
ORD0131608,CUST045032,2024-04-23,P0464,1,62511.47,62511.47,ST0036,Completed
ORD0056070,CUST039816,2024-04-23,P0366,1,18735.96,18735.96,ST0043,Completed
ORD0030826,CUST010773,2024-04-23,P0159,1,73917.29,73917.29,ST0043,Completed
ORD0100631,CUST012217,2024-04-23,P0019,1,69559.73,69559.73,ST0041,Completed
ORD0093327,CUST001069,2024-04-23,P0532,1,149269.26,149269.26,ST0044,Completed
ORD0025667,CUST048767,2024-04-23,P0587,2,48660.33,97320.66,ST0010,Completed
ORD0050695,CUST036023,2024-04-23,P0347,1,19676.68,19676.68,ST0060,Completed
ORD0157867,CUST012956,2024-04-23,P0506,1,52788.09,52788.09,ST0032,Completed
ORD0075234,CUST019022,2024-04-23,P0129,1,18256.26,18256.26,ST0011,Completed
ORD0193407,CUST026030,2024-04-23,P0462,1,25031.99,25031.99,ST0005,Completed
ORD0056047,CUST031181,2024-04-23,P0579,1,41071.84,41071.84,ST0016,Completed
ORD0097516,CUST022739,2024-04-23,P0425,1,30415.1,30415.1,ST0004,Completed
ORD0044326,CUST005787,2024-04-23,P0220,1,69186.26,69186.26,ST0011,Completed
ORD0070265,CUST029220,2024-04-23,P0140,1,29877.28,29877.28,ST0024,Completed
ORD0172529,CUST009964,2024-04-23,P0465,1,105605.81,105605.81,ST0049,Completed
ORD0231861,CUST041104,2024-04-23,P0097,1,154638.85,154638.85,ST0026,Completed
ORD0042197,CUST043786,2024-04-23,P0116,2,43795.75,87591.5,ST0054,Completed
ORD0092645,CUST012666,2024-04-23,P0238,1,159195.0,159195.0,ST0008,Completed
ORD0063964,CUST010554,2024-04-23,P0365,1,50587.03,50587.03,ST0033,Completed
ORD0022043,CUST007140,2024-04-23,P0213,1,124883.96,124883.96,ST0049,Completed
ORD0183911,CUST041415,2024-04-23,P0497,1,62487.35,62487.35,ST0007,Completed
ORD0150674,CUST025862,2024-04-23,P0353,1,18553.92,18553.92,ST0033,Completed
ORD0146000,CUST000395,2024-04-23,P0433,1,47084.89,47084.89,ST0055,Completed
ORD0195378,CUST037006,2024-04-23,P0450,2,23891.15,47782.3,ST0018,Completed
ORD0130492,CUST027465,2024-04-23,P0122,1,50116.83,50116.83,ST0056,Completed
ORD0053550,CUST011804,2024-04-23,P0109,2,33158.8,66317.6,ST0038,Completed
ORD0217781,CUST012285,2024-04-23,P0382,1,16591.16,16591.16,ST0024,Completed
ORD0056032,CUST001865,2024-04-23,P0454,1,78564.86,78564.86,ST0024,Completed
ORD0210088,CUST003971,2024-04-23,P0303,1,36914.45,36914.45,ST0004,Completed
ORD0151993,CUST020262,2024-04-23,P0009,2,36797.84,73595.68,ST0045,Completed
ORD0017094,CUST018686,2024-04-23,P0071,1,16811.27,16811.27,ST0055,Completed
ORD0200083,CUST026191,2024-04-23,P0508,1,153114.8,153114.8,ST0060,Completed
ORD0157133,CUST032573,2024-04-23,P0003,1,51901.37,51901.37,ST0060,Completed
ORD0083516,CUST006596,2024-04-23,P0456,1,154911.8,154911.8,ST0048,Completed
ORD0180569,CUST045849,2024-04-23,P0454,1,78564.86,78564.86,ST0021,Completed
ORD0171539,CUST017122,2024-04-23,P0361,1,16173.74,16173.74,ST0039,Completed
ORD0090381,CUST001607,2024-04-23,P0486,1,53258.07,53258.07,ST0045,Completed
ORD0206338,CUST002044,2024-04-23,P0271,1,75236.85,75236.85,ST0056,Completed
ORD0012808,CUST009082,2024-04-23,P0086,1,31976.29,31976.29,ST0043,Completed
ORD0219508,CUST039524,2024-04-23,P0276,1,37725.95,37725.95,ST0014,Completed
ORD0239126,CUST049853,2024-04-23,P0291,2,25709.25,51418.5,ST0015,Completed
ORD0154289,CUST013968,2024-04-23,P0342,1,81343.52,81343.52,ST0003,Completed
ORD0172695,CUST024356,2024-04-23,P0082,1,59210.32,59210.32,ST0002,Completed
ORD0099792,CUST049148,2024-04-23,P0450,1,23891.15,23891.15,ST0059,Completed
ORD0230864,CUST021640,2024-04-23,P0442,1,102673.38,102673.38,ST0002,Completed
ORD0167354,CUST013582,2024-04-23,P0384,1,35482.71,35482.71,ST0018,Completed
ORD0200109,CUST034084,2024-04-23,P0455,1,59951.3,59951.3,ST0015,Completed
ORD0031202,CUST000760,2024-04-23,P0406,1,63068.18,63068.18,ST0028,Completed
ORD0137626,CUST036247,2024-04-23,P0194,1,11601.88,11601.88,ST0044,Completed
ORD0225730,CUST004555,2024-04-23,P0543,1,135983.8,135983.8,ST0012,Completed
ORD0240895,CUST005382,2024-04-23,P0149,2,23805.86,47611.72,ST0028,Completed
ORD0209318,CUST023858,2024-04-23,P0007,1,19248.9,19248.9,ST0005,Completed
ORD0042301,CUST023386,2024-04-23,P0078,2,27895.4,55790.8,ST0007,Completed
ORD0110653,CUST049894,2024-04-23,P0184,2,33636.0,67272.0,ST0025,Completed
ORD0121845,CUST015134,2024-04-23,P0146,1,51855.89,51855.89,ST0027,Completed
ORD0017239,CUST020949,2024-04-23,P0448,1,41376.01,41376.01,ST0039,Completed
ORD0035109,CUST007781,2024-04-23,P0489,1,28234.34,28234.34,ST0059,Completed
ORD0113170,CUST033058,2024-04-23,P0138,1,44264.69,44264.69,ST0060,Completed
ORD0227804,CUST003137,2024-04-23,P0235,1,61446.94,61446.94,ST0022,Completed
ORD0195057,CUST048619,2024-04-23,P0036,1,92955.59,92955.59,ST0020,Completed
ORD0021857,CUST031163,2024-04-23,P0277,1,21765.08,21765.08,ST0040,Completed
ORD0086276,CUST012524,2024-04-23,P0163,1,24233.1,24233.1,ST0027,Completed
ORD0007585,CUST035858,2024-04-23,P0006,1,18960.62,18960.62,ST0026,Completed
ORD0007579,CUST042436,2024-04-23,P0332,1,97003.9,97003.9,ST0027,Completed
ORD0224991,CUST021713,2024-04-23,P0210,2,11112.5,22225.0,ST0035,Completed
ORD0130972,CUST029579,2024-04-23,P0478,1,39796.51,39796.51,ST0031,Completed
ORD0184333,CUST040103,2024-04-23,P0023,1,23069.13,23069.13,ST0057,Completed
ORD0237840,CUST045437,2024-04-23,P0593,1,9714.62,9714.62,ST0045,Completed
ORD0056445,CUST035510,2024-04-23,P0212,1,29435.88,29435.88,ST0053,Completed
ORD0049531,CUST029900,2024-04-23,P0024,1,62613.04,62613.04,ST0056,Completed
ORD0040382,CUST014456,2024-04-23,P0077,1,126837.98,126837.98,ST0008,Completed
ORD0122010,CUST037995,2024-04-23,P0065,1,46149.18,46149.18,ST0038,Completed
ORD0167520,CUST039972,2024-04-23,P0230,1,55326.31,55326.31,ST0030,Completed
ORD0090155,CUST034805,2024-04-23,P0281,1,69175.78,69175.78,ST0057,Completed
ORD0243801,CUST014027,2024-04-23,P0400,2,28039.63,56079.26,ST0046,Completed
ORD0040416,CUST034179,2024-04-23,P0482,1,28170.62,28170.62,ST0016,Completed
ORD0053836,CUST001419,2024-04-23,P0439,1,37290.0,37290.0,ST0012,Completed
ORD0188641,CUST001797,2024-04-23,P0256,1,26569.16,26569.16,ST0024,Completed
ORD0079036,CUST038622,2024-04-23,P0013,1,16249.87,16249.87,ST0031,Completed
ORD0047504,CUST047134,2024-04-23,P0176,1,16780.08,16780.08,ST0025,Completed
ORD0081199,CUST041231,2024-04-23,P0526,1,152001.2,152001.2,ST0023,Completed
ORD0029191,CUST022139,2024-04-23,P0348,1,158740.53,158740.53,ST0025,Completed
ORD0029366,CUST005567,2024-04-23,P0373,1,28850.46,28850.46,ST0024,Completed
ORD0040502,CUST007871,2024-04-23,P0036,1,92955.59,92955.59,ST0060,Completed
ORD0018423,CUST037506,2024-04-23,P0085,1,54296.07,54296.07,ST0037,Completed
ORD0001077,CUST012996,2024-04-23,P0188,1,141842.7,141842.7,ST0003,Completed
ORD0066619,CUST049848,2024-04-23,P0040,1,65272.38,65272.38,ST0058,Completed
ORD0182386,CUST024593,2024-04-23,P0387,1,75602.29,75602.29,ST0033,Completed
ORD0018601,CUST004344,2024-04-23,P0098,1,41965.14,41965.14,ST0024,Completed
ORD0083979,CUST021492,2024-04-23,P0386,1,106482.45,106482.45,ST0045,Completed
ORD0192552,CUST022300,2024-04-23,P0173,1,145500.51,145500.51,ST0007,Completed
ORD0169849,CUST011700,2024-04-23,P0530,1,19499.68,19499.68,ST0025,Completed
ORD0165426,CUST000665,2024-04-23,P0258,1,26324.26,26324.26,ST0057,Completed
ORD0117352,CUST049666,2024-04-23,P0163,1,24233.1,24233.1,ST0036,Completed
ORD0225259,CUST016951,2024-04-23,P0441,1,128071.2,128071.2,ST0019,Completed
ORD0006450,CUST031230,2024-04-23,P0194,1,11601.88,11601.88,ST0060,Completed
ORD0217478,CUST018921,2024-04-23,P0257,1,42322.02,42322.02,ST0042,Completed
ORD0243544,CUST012990,2024-04-23,P0277,1,21765.08,21765.08,ST0007,Completed
ORD0063831,CUST049611,2024-04-23,P0531,1,36555.62,36555.62,ST0017,Completed
ORD0157322,CUST045290,2024-04-23,P0345,1,52387.58,52387.58,ST0039,Completed
ORD0086452,CUST016725,2024-04-23,P0246,1,34839.66,34839.66,ST0015,Completed
ORD0189151,CUST005907,2024-04-23,P0165,2,29929.21,59858.42,ST0055,Completed
ORD0047391,CUST000297,2024-04-23,P0373,1,28850.46,28850.46,ST0014,Completed
ORD0219092,CUST043435,2024-04-23,P0041,1,27530.37,27530.37,ST0016,Completed
ORD0217706,CUST040478,2024-04-23,P0072,1,61896.41,61896.41,ST0010,Completed
ORD0096794,CUST018360,2024-04-23,P0119,2,32915.37,65830.74,ST0015,Completed
ORD0223985,CUST024215,2024-04-23,P0496,1,35751.02,35751.02,ST0058,Completed
ORD0208885,CUST032031,2024-04-23,P0402,1,61369.95,61369.95,ST0039,Completed
ORD0133664,CUST012469,2024-04-23,P0017,1,26069.09,26069.09,ST0027,Completed
ORD0234050,CUST026937,2024-04-23,P0267,2,46504.75,93009.5,ST0043,Completed
ORD0197013,CUST004738,2024-04-23,P0213,1,124883.96,124883.96,ST0024,Completed
ORD0018605,CUST042588,2024-04-23,P0301,1,96097.55,96097.55,ST0010,Completed
ORD0244555,CUST009780,2024-04-23,P0470,1,129464.78,129464.78,ST0021,Completed
ORD0111146,CUST013071,2024-04-23,P0195,1,32186.07,32186.07,ST0043,Completed
ORD0051299,CUST012662,2024-04-23,P0370,2,22083.45,44166.9,ST0023,Completed
ORD0180191,CUST030117,2024-04-23,P0155,1,24340.03,24340.03,ST0016,Completed
ORD0155384,CUST040833,2024-04-23,P0306,1,40377.58,40377.58,ST0003,Completed
ORD0008445,CUST017097,2024-04-23,P0556,1,52788.07,52788.07,ST0029,Completed
ORD0203707,CUST034307,2024-04-23,P0482,1,28170.62,28170.62,ST0019,Completed
ORD0149135,CUST010081,2024-04-23,P0366,1,18735.96,18735.96,ST0037,Completed
ORD0046250,CUST034976,2024-04-23,P0531,1,36555.62,36555.62,ST0053,Completed
ORD0174440,CUST049530,2024-04-23,P0459,1,11082.27,11082.27,ST0023,Completed
ORD0105056,CUST021724,2024-04-23,P0049,1,69270.78,69270.78,ST0033,Completed
ORD0032037,CUST025820,2024-04-23,P0556,1,52788.07,52788.07,ST0048,Completed
ORD0100965,CUST021791,2024-04-23,P0228,1,93507.82,93507.82,ST0007,Completed
ORD0245935,CUST006289,2024-04-23,P0590,1,30476.83,30476.83,ST0046,Completed
ORD0115491,CUST003337,2024-04-23,P0374,1,45674.17,45674.17,ST0006,Completed
ORD0176581,CUST018089,2024-04-23,P0224,1,56367.45,56367.45,ST0059,Completed
ORD0212186,CUST031317,2024-04-23,P0571,1,34603.34,34603.34,ST0040,Completed
ORD0225947,CUST040110,2024-04-23,P0089,2,44635.83,89271.66,ST0036,Completed
ORD0063123,CUST039184,2024-04-23,P0163,1,24233.1,24233.1,ST0054,Completed
ORD0162679,CUST028713,2024-04-23,P0451,1,66466.12,66466.12,ST0009,Completed
ORD0015435,CUST049360,2024-04-23,P0379,2,16612.04,33224.08,ST0022,Completed
ORD0233709,CUST037204,2024-04-23,P0353,1,18553.92,18553.92,ST0041,Completed
ORD0116266,CUST005264,2024-04-23,P0191,2,23952.94,47905.88,ST0047,Completed
ORD0113762,CUST006738,2024-04-23,P0011,2,36297.66,72595.32,ST0017,Completed
ORD0246045,CUST009857,2024-04-23,P0437,1,60062.22,60062.22,ST0052,Completed
ORD0177462,CUST041406,2024-04-23,P0139,1,95238.24,95238.24,ST0043,Completed
ORD0057745,CUST049956,2024-04-23,P0283,1,39794.85,39794.85,ST0036,Completed
ORD0150345,CUST026437,2024-04-23,P0091,1,106792.76,106792.76,ST0033,Completed
ORD0212176,CUST048881,2024-04-23,P0326,1,59275.09,59275.09,ST0035,Completed
ORD0012790,CUST019017,2024-04-23,P0458,2,18876.5,37753.0,ST0007,Completed
ORD0185539,CUST032381,2024-04-23,P0224,1,56367.45,56367.45,ST0051,Completed
ORD0174483,CUST015905,2024-04-23,P0021,1,9435.51,9435.51,ST0001,Completed
ORD0123701,CUST036122,2024-04-23,P0549,2,35439.74,70879.48,ST0021,Completed
ORD0181969,CUST031729,2024-04-23,P0334,1,103860.95,103860.95,ST0058,Completed
ORD0220636,CUST024095,2024-04-24,P0172,1,73298.23,73298.23,ST0027,Completed
ORD0019821,CUST019687,2024-04-24,P0276,1,37725.95,37725.95,ST0003,Completed
ORD0209877,CUST040724,2024-04-24,P0198,1,126265.3,126265.3,ST0004,Completed
ORD0032203,CUST035008,2024-04-24,P0017,1,26069.09,26069.09,ST0012,Completed
ORD0046906,CUST046616,2024-04-24,P0211,1,21336.97,21336.97,ST0025,Completed
ORD0159972,CUST026777,2024-04-24,P0331,1,39350.24,39350.24,ST0004,Completed
ORD0083956,CUST020747,2024-04-24,P0551,1,33111.72,33111.72,ST0033,Completed
ORD0137820,CUST046145,2024-04-24,P0200,1,91167.85,91167.85,ST0016,Completed
ORD0216498,CUST044896,2024-04-24,P0073,1,42654.16,42654.16,ST0026,Completed
ORD0113312,CUST010133,2024-04-24,P0210,2,11112.5,22225.0,ST0009,Completed
ORD0199086,CUST021599,2024-04-24,P0517,1,116570.81,116570.81,ST0036,Completed
ORD0247129,CUST029965,2024-04-24,P0094,1,52855.4,52855.4,ST0050,Completed
ORD0144890,CUST031841,2024-04-24,P0546,1,99697.22,99697.22,ST0058,Completed
ORD0078374,CUST021538,2024-04-24,P0163,1,24233.1,24233.1,ST0033,Completed
ORD0101796,CUST028509,2024-04-24,P0032,1,53643.45,53643.45,ST0024,Completed
ORD0074675,CUST042115,2024-04-24,P0199,1,52333.51,52333.51,ST0023,Completed
ORD0073448,CUST043182,2024-04-24,P0453,1,36917.86,36917.86,ST0012,Completed
ORD0088657,CUST027571,2024-04-24,P0201,1,18014.94,18014.94,ST0042,Completed
ORD0012958,CUST008611,2024-04-24,P0223,1,15272.14,15272.14,ST0020,Completed
